Unnamed: 0,Method,Mean experiments,Max compunds per well,N wells,Percentage check,Mean extra experiments,Mean steps
Binary,Binary,7.0,47.0,7,0,0.0,1.0
Random,Random,7.7,40.0,7,55,0.7,1.55
Hierarchical,Hierarchical,12.45,32.0,[3 3 3],99,9.45,4.0
multidim-4,multidim-4,13.0,36.0,13,0,0.0,1.0
multidim-3,multidim-3,14.0,24.0,14,0,0.0,1.0
STD,STD,15.0,19.0,15,0,0.0,1.0
Ch. Rm. Bktrk,Ch. Rm. Bktrk,15.0,32.0,15,0,0.0,1.0
Chinese remainder,Chinese remainder,17.0,47.0,17,0,0.0,1.0
Matrix,Matrix,20.0,10.0,20,0,0.0,1.0
multidim-2,multidim-2,20.0,10.0,20,0,0.0,1.0
