Unnamed: 0,Method,Mean experiments,Max compunds per well,N wells,Percentage check,Mean extra experiments,Mean steps
Binary,Binary,7.0,52.0,7,0,0.0,1.0
Random,Random,8.63,43.0,8,30,0.63,1.3
Hierarchical,Hierarchical,12.76,35.0,[3 3 3],99,9.76,4.0
multidim-4,multidim-4,13.0,36.0,13,0,0.0,1.0
STD,STD,15.0,21.0,15,0,0.0,1.0
multidim-3,multidim-3,15.0,25.0,15,0,0.0,1.0
Ch. Rm. Bktrk,Ch. Rm. Bktrk,15.0,35.0,15,0,0.0,1.0
Chinese remainder,Chinese remainder,17.0,52.0,17,0,0.0,1.0
Matrix,Matrix,21.0,11.0,21,0,0.0,1.0
multidim-2,multidim-2,21.0,11.0,21,0,0.0,1.0
