Unnamed: 0,Method,Mean experiments,Max compunds per well,N wells,Percentage check,Mean extra experiments,Mean steps
Hierarchical,Hierarchical,26.48,9.0,[6 3],100,20.48,3.0
multidim-2,multidim-2,46.12,8.0,15,100,31.12,2.0
Matrix,Matrix,46.12,8.0,15,100,31.12,2.0
STD,STD,55.0,5.0,55,0,0.0,1.0
Random,Random,55.39,9.0,14,100,41.39,2.0
Binary,Binary,59.99,27.0,6,100,53.99,2.0
multidim-3,multidim-3,64.2,16.0,12,100,52.2,2.0
multidim-4,multidim-4,64.46,27.0,11,100,53.46,2.0
Ch. Rm. Bktrk,Ch. Rm. Bktrk,76.0,11.0,76,0,0.0,1.0
Chinese remainder,Chinese remainder,77.0,27.0,77,0,0.0,1.0
