Unnamed: 0,Method,Mean experiments,Max compunds per well,N wells,Percentage check,Mean extra experiments,Mean steps
multidim-3,multidim-3,10.76,9.0,9,66,1.76,1.66
Random,Random,10.99,9.0,9,69,1.99,1.69
multidim-2,multidim-2,11.23,5.0,10,62,1.23,1.62
Matrix,Matrix,11.23,5.0,10,62,1.23,1.62
Ch. Rm. Special,Ch. Rm. Special,12.0,9.0,12,0,0.0,1.0
multidim-4,multidim-4,12.29,13.0,10,66,2.29,1.66
Hierarchical,Hierarchical,13.11,7.0,[4 3],100,9.11,3.0
STD,STD,15.0,5.0,15,0,0.0,1.0
Binary,Binary,21.23,13.0,5,98,16.23,1.98
Ch. Rm. Bktrk,Ch. Rm. Bktrk,23.0,13.0,23,0,0.0,1.0
Chinese remainder,Chinese remainder,28.0,13.0,28,0,0.0,1.0
