Unnamed: 0,Method,Mean experiments,Max compunds per well,N wells,Percentage check,Mean extra experiments,Mean steps
multidim-2,multidim-2,20.6,8.0,15,96,5.6,1.96
Matrix,Matrix,20.6,8.0,15,96,5.6,1.96
Hierarchical,Hierarchical,22.27,10.0,[6 3],100,16.27,3.0
Random,Random,23.23,12.0,14,94,9.23,1.94
multidim-3,multidim-3,37.1,16.0,12,98,25.1,1.98
STD,STD,49.0,8.0,49,0,0.0,1.0
Ch. Rm. Bktrk,Ch. Rm. Bktrk,49.0,14.0,49,0,0.0,1.0
multidim-4,multidim-4,53.25,27.0,12,99,41.25,1.99
Chinese remainder,Chinese remainder,58.0,28.0,58,0,0.0,1.0
Ch. Rm. Special,Ch. Rm. Special,60.0,16.0,60,0,0.0,1.0
Binary,Binary,60.52,28.0,6,100,54.52,2.0
