Unnamed: 0,Method,Mean experiments,Max compunds per well,N wells,Percentage check,Mean extra experiments,Mean steps
Random,Random,13.85,20.0,10,85,3.85,1.85
multidim-4,multidim-4,14.09,26.0,11,82,3.09,1.82
multidim-3,multidim-3,14.19,16.0,12,78,2.19,1.78
multidim-2,multidim-2,16.34,8.0,15,67,1.34,1.67
Matrix,Matrix,16.34,8.0,15,67,1.34,1.67
Hierarchical,Hierarchical,17.07,9.0,[6 3],100,11.07,3.0
Ch. Rm. Special,Ch. Rm. Special,18.0,27.0,18,0,0.0,1.0
STD,STD,25.0,11.0,25,0,0.0,1.0
Ch. Rm. Bktrk,Ch. Rm. Bktrk,30.0,26.0,30,0,0.0,1.0
Chinese remainder,Chinese remainder,41.0,26.0,41,0,0.0,1.0
Binary,Binary,42.09,26.0,6,100,36.09,2.0
