Unnamed: 0,Method,Mean experiments,Max compunds per well,N wells,Percentage check,Mean extra experiments,Mean steps
Binary,Binary,6.0,28.0,6,0,0.0,1.0
Random,Random,7.45,24.0,5,77,2.45,1.77
Hierarchical,Hierarchical,10.96,19.0,[3 3 3],98,7.96,4.0
multidim-3,multidim-3,12.0,16.0,12,0,0.0,1.0
Ch. Rm. Bktrk,Ch. Rm. Bktrk,12.0,19.0,12,0,0.0,1.0
multidim-4,multidim-4,12.0,27.0,12,0,0.0,1.0
Matrix,Matrix,15.0,8.0,15,0,0.0,1.0
multidim-2,multidim-2,15.0,8.0,15,0,0.0,1.0
STD,STD,15.0,12.0,15,0,0.0,1.0
Chinese remainder,Chinese remainder,17.0,28.0,17,0,0.0,1.0
