Unnamed: 0,Method,Mean experiments,Max compunds per well,N wells,Percentage check,Mean extra experiments,Mean steps
multidim-2,multidim-2,24.56,10.0,19,97,5.56,1.97
Matrix,Matrix,24.56,10.0,19,97,5.56,1.97
Random,Random,25.79,19.0,16,91,9.79,1.91
Hierarchical,Hierarchical,26.04,12.0,[7 4],100,19.04,3.0
multidim-3,multidim-3,42.67,21.0,14,99,28.67,1.99
STD,STD,49.0,12.0,49,0,0.0,1.0
Ch. Rm. Bktrk,Ch. Rm. Bktrk,60.0,28.0,60,0,0.0,1.0
multidim-4,multidim-4,73.44,30.0,13,99,60.44,1.99
Chinese remainder,Chinese remainder,77.0,42.0,77,0,0.0,1.0
Ch. Rm. Special,Ch. Rm. Special,84.0,32.0,84,0,0.0,1.0
Binary,Binary,90.33,42.0,7,100,83.33,2.0
