Unnamed: 0,Method,Mean experiments,Max compunds per well,N wells,Percentage check,Mean extra experiments,Mean steps
multidim-2,multidim-2,23.54,9.0,18,97,5.54,1.97
Matrix,Matrix,23.54,9.0,18,97,5.54,1.97
Random,Random,24.7,19.0,16,91,8.7,1.91
Hierarchical,Hierarchical,25.41,10.0,[8 3],100,17.41,3.0
multidim-3,multidim-3,42.56,20.0,13,99,29.56,1.99
STD,STD,49.0,12.0,49,0,0.0,1.0
Ch. Rm. Bktrk,Ch. Rm. Bktrk,58.0,39.0,58,0,0.0,1.0
Chinese remainder,Chinese remainder,58.0,39.0,58,0,0.0,1.0
multidim-4,multidim-4,71.46,27.0,12,99,59.46,1.99
Ch. Rm. Special,Ch. Rm. Special,84.0,32.0,84,0,0.0,1.0
Binary,Binary,84.26,39.0,7,100,77.26,2.0
