Unnamed: 0,Method,Mean experiments,Max compunds per well,N wells,Percentage check,Mean extra experiments,Mean steps
multidim-2,multidim-2,20.53,8.0,15,95,5.53,1.95
Matrix,Matrix,20.53,8.0,15,95,5.53,1.95
Random,Random,21.28,14.0,14,91,7.28,1.91
Hierarchical,Hierarchical,21.6,9.0,[6 3],100,15.6,3.0
multidim-3,multidim-3,38.77,16.0,12,98,26.77,1.98
STD,STD,49.0,8.0,49,0,0.0,1.0
Ch. Rm. Bktrk,Ch. Rm. Bktrk,49.0,13.0,49,0,0.0,1.0
multidim-4,multidim-4,49.56,25.0,11,99,38.56,1.99
Binary,Binary,55.57,25.0,6,100,49.57,2.0
Chinese remainder,Chinese remainder,58.0,25.0,58,0,0.0,1.0
Ch. Rm. Special,Ch. Rm. Special,60.0,16.0,60,0,0.0,1.0
