Unnamed: 0,Method,Mean experiments,Max compunds per well,N wells,Percentage check,Mean extra experiments,Mean steps
multidim-2,multidim-2,22.69,9.0,17,97,5.69,1.97
Matrix,Matrix,22.69,9.0,17,97,5.69,1.97
Hierarchical,Hierarchical,24.46,9.0,[8 3],100,16.46,3.0
Random,Random,25.48,17.0,15,93,10.48,1.93
multidim-3,multidim-3,40.02,20.0,13,99,27.02,1.99
STD,STD,49.0,11.0,49,0,0.0,1.0
Ch. Rm. Bktrk,Ch. Rm. Bktrk,53.0,15.0,53,0,0.0,1.0
Chinese remainder,Chinese remainder,58.0,36.0,58,0,0.0,1.0
multidim-4,multidim-4,65.57,27.0,12,99,53.57,1.99
Binary,Binary,77.12,36.0,7,100,70.12,2.0
Ch. Rm. Special,Ch. Rm. Special,84.0,32.0,84,0,0.0,1.0
