Unnamed: 0,Method,Mean experiments,Max compunds per well,N wells,Percentage check,Mean extra experiments,Mean steps
multidim-2,multidim-2,23.5,9.0,18,97,5.5,1.97
Matrix,Matrix,23.5,9.0,18,97,5.5,1.97
Random,Random,24.59,18.0,16,90,8.59,1.9
Hierarchical,Hierarchical,25.27,10.0,[8 3],100,17.27,3.0
multidim-3,multidim-3,41.99,20.0,13,99,28.99,1.99
STD,STD,49.0,11.0,49,0,0.0,1.0
Ch. Rm. Bktrk,Ch. Rm. Bktrk,57.0,16.0,57,0,0.0,1.0
Chinese remainder,Chinese remainder,58.0,39.0,58,0,0.0,1.0
multidim-4,multidim-4,70.59,27.0,12,99,58.59,1.99
Binary,Binary,83.25,39.0,7,100,76.25,2.0
Ch. Rm. Special,Ch. Rm. Special,84.0,32.0,84,0,0.0,1.0
