Unnamed: 0,Method,Mean experiments,Max compunds per well,N wells,Percentage check,Mean extra experiments,Mean steps
multidim-2,multidim-2,17.38,6.0,12,94,5.38,1.94
Matrix,Matrix,17.38,6.0,12,94,5.38,1.94
Hierarchical,Hierarchical,19.0,9.0,[4 3],100,15.0,3.0
Random,Random,20.89,10.0,12,94,8.89,1.94
STD,STD,28.0,5.0,28,0,0.0,1.0
multidim-3,multidim-3,35.6,12.0,10,97,25.6,1.97
multidim-4,multidim-4,39.61,18.0,10,98,29.61,1.98
Binary,Binary,40.31,18.0,6,100,34.31,2.0
Ch. Rm. Bktrk,Ch. Rm. Bktrk,43.0,12.0,43,0,0.0,1.0
Chinese remainder,Chinese remainder,58.0,18.0,58,0,0.0,1.0
Ch. Rm. Special,Ch. Rm. Special,60.0,16.0,60,0,0.0,1.0
