Unnamed: 0,Method,Mean experiments,Max compunds per well,N wells,Percentage check,Mean extra experiments,Mean steps
Random,Random,12.54,15.0,11,55,1.54,1.55
multidim-3,multidim-3,13.03,13.0,11,74,2.03,1.74
multidim-4,multidim-4,13.61,20.0,11,74,2.61,1.74
multidim-2,multidim-2,14.25,7.0,13,62,1.25,1.62
Matrix,Matrix,14.25,7.0,13,62,1.25,1.62
Hierarchical,Hierarchical,15.43,10.0,[4 3],100,11.43,3.0
Ch. Rm. Special,Ch. Rm. Special,18.0,27.0,18,0,0.0,1.0
STD,STD,25.0,8.0,25,0,0.0,1.0
Ch. Rm. Bktrk,Ch. Rm. Bktrk,27.0,10.0,27,0,0.0,1.0
Chinese remainder,Chinese remainder,28.0,20.0,28,0,0.0,1.0
Binary,Binary,30.98,20.0,6,99,24.98,1.99
