Unnamed: 0,Method,Mean experiments,Max compunds per well,N wells,Percentage check,Mean extra experiments,Mean steps
multidim-2,multidim-2,22.58,9.0,17,97,5.58,1.97
Matrix,Matrix,22.58,9.0,17,97,5.58,1.97
Hierarchical,Hierarchical,24.37,9.0,[8 3],100,16.37,3.0
Random,Random,25.83,17.0,15,92,10.83,1.92
multidim-3,multidim-3,40.0,20.0,13,99,27.0,1.99
STD,STD,49.0,10.0,49,0,0.0,1.0
Ch. Rm. Bktrk,Ch. Rm. Bktrk,53.0,14.0,53,0,0.0,1.0
Chinese remainder,Chinese remainder,58.0,35.0,58,0,0.0,1.0
multidim-4,multidim-4,64.51,27.0,12,99,52.51,1.99
Binary,Binary,76.11,35.0,7,100,69.11,2.0
Ch. Rm. Special,Ch. Rm. Special,84.0,32.0,84,0,0.0,1.0
