Unnamed: 0,Method,Mean experiments,Max compunds per well,N wells,Percentage check,Mean extra experiments,Mean steps
Random,Random,27.57,28.0,18,90,9.57,1.9
multidim-2,multidim-2,28.81,12.0,23,98,5.81,1.98
Matrix,Matrix,28.81,12.0,23,98,5.81,1.98
Hierarchical,Hierarchical,28.89,25.0,[5 3 3],100,23.89,4.0
multidim-3,multidim-3,45.91,25.0,15,99,30.91,1.99
STD,STD,49.0,18.0,49,0,0.0,1.0
Ch. Rm. Bktrk,Ch. Rm. Bktrk,64.0,41.0,64,0,0.0,1.0
Chinese remainder,Chinese remainder,77.0,61.0,77,0,0.0,1.0
Ch. Rm. Special,Ch. Rm. Special,84.0,32.0,84,0,0.0,1.0
multidim-4,multidim-4,99.1,42.0,14,100,85.1,2.0
Binary,Binary,128.56,61.0,7,100,121.56,2.0
