Unnamed: 0,Method,Mean experiments,Max compunds per well,N wells,Percentage check,Mean extra experiments,Mean steps
Random,Random,15.0,24.0,12,77,3.0,1.77
multidim-4,multidim-4,15.45,27.0,12,86,3.45,1.86
multidim-3,multidim-3,15.47,20.0,13,83,2.47,1.83
Ch. Rm. Special,Ch. Rm. Special,18.0,27.0,18,0,0.0,1.0
Hierarchical,Hierarchical,19.23,20.0,[4 3 3],100,15.23,4.0
Matrix,Matrix,19.45,9.0,18,72,1.45,1.72
multidim-2,multidim-2,19.45,9.0,18,72,1.45,1.72
STD,STD,25.0,16.0,25,0,0.0,1.0
Ch. Rm. Bktrk,Ch. Rm. Bktrk,34.0,39.0,34,0,0.0,1.0
Chinese remainder,Chinese remainder,41.0,39.0,41,0,0.0,1.0
Binary,Binary,54.5,39.0,7,100,47.5,2.0
