Unnamed: 0,Method,Mean experiments,Max compunds per well,N wells,Percentage check,Mean extra experiments,Mean steps
multidim-2,multidim-2,23.48,9.0,18,97,5.48,1.97
Matrix,Matrix,23.48,9.0,18,97,5.48,1.97
Random,Random,24.76,18.0,16,90,8.76,1.9
Hierarchical,Hierarchical,25.13,10.0,[8 3],100,17.13,3.0
multidim-3,multidim-3,41.63,20.0,13,99,28.63,1.99
STD,STD,49.0,11.0,49,0,0.0,1.0
Ch. Rm. Bktrk,Ch. Rm. Bktrk,57.0,16.0,57,0,0.0,1.0
Chinese remainder,Chinese remainder,58.0,38.0,58,0,0.0,1.0
multidim-4,multidim-4,69.75,27.0,12,99,57.75,1.99
Binary,Binary,82.24,38.0,7,100,75.24,2.0
Ch. Rm. Special,Ch. Rm. Special,84.0,32.0,84,0,0.0,1.0
