Unnamed: 0,Method,Mean experiments,Max compunds per well,N wells,Percentage check,Mean extra experiments,Mean steps
multidim-2,multidim-2,17.65,6.0,12,94,5.65,1.94
Matrix,Matrix,17.65,6.0,12,94,5.65,1.94
Hierarchical,Hierarchical,19.17,9.0,[4 3],100,15.17,3.0
Random,Random,19.69,7.0,13,89,6.69,1.89
STD,STD,28.0,6.0,28,0,0.0,1.0
multidim-3,multidim-3,37.97,12.0,10,97,27.97,1.97
multidim-4,multidim-4,41.33,18.0,10,98,31.33,1.98
Binary,Binary,41.35,18.0,6,100,35.35,2.0
Ch. Rm. Bktrk,Ch. Rm. Bktrk,43.0,12.0,43,0,0.0,1.0
Chinese remainder,Chinese remainder,58.0,18.0,58,0,0.0,1.0
Ch. Rm. Special,Ch. Rm. Special,60.0,16.0,60,0,0.0,1.0
