Unnamed: 0,Method,Mean experiments,Max compunds per well,N wells,Percentage check,Mean extra experiments,Mean steps
multidim-3,multidim-3,11.98,12.0,10,72,1.98,1.72
Random,Random,12.21,10.0,10,66,2.21,1.66
multidim-4,multidim-4,12.62,18.0,10,75,2.62,1.75
multidim-2,multidim-2,13.21,6.0,12,61,1.21,1.61
Matrix,Matrix,13.21,6.0,12,61,1.21,1.61
Hierarchical,Hierarchical,14.61,9.0,[4 3],100,10.61,3.0
Ch. Rm. Special,Ch. Rm. Special,18.0,27.0,18,0,0.0,1.0
STD,STD,25.0,7.0,25,0,0.0,1.0
Ch. Rm. Bktrk,Ch. Rm. Bktrk,25.0,9.0,25,0,0.0,1.0
Chinese remainder,Chinese remainder,28.0,17.0,28,0,0.0,1.0
Binary,Binary,28.07,17.0,6,98,22.07,1.98
