Unnamed: 0,Method,Mean experiments,Max compunds per well,N wells,Percentage check,Mean extra experiments,Mean steps
Random,Random,14.64,28.0,12,76,2.64,1.76
multidim-4,multidim-4,15.6,35.0,13,87,2.6,1.87
multidim-3,multidim-3,15.61,23.0,14,83,1.61,1.83
multidim-2,multidim-2,19.77,10.0,19,77,0.77,1.77
Matrix,Matrix,19.77,10.0,19,77,0.77,1.77
Hierarchical,Hierarchical,19.98,23.0,[4 3 3],100,15.98,4.0
Ch. Rm. Special,Ch. Rm. Special,25.0,81.0,25,0,0.0,1.0
STD,STD,25.0,18.0,25,0,0.0,1.0
Ch. Rm. Bktrk,Ch. Rm. Bktrk,34.0,30.0,34,0,0.0,1.0
Chinese remainder,Chinese remainder,41.0,45.0,41,0,0.0,1.0
Binary,Binary,96.0,45.0,7,100,89.0,2.0
