Unnamed: 0,Method,Mean experiments,Max compunds per well,N wells,Percentage check,Mean extra experiments,Mean steps
Hierarchical,Hierarchical,33.16,10.0,[11  3],100,22.16,3.0
multidim-2,multidim-2,53.14,10.0,20,100,33.14,2.0
Matrix,Matrix,53.14,10.0,20,100,33.14,2.0
STD,STD,55.0,10.0,55,0,0.0,1.0
Random,Random,86.0,17.0,17,100,69.0,2.0
Ch. Rm. Bktrk,Ch. Rm. Bktrk,89.0,20.0,89,0,0.0,1.0
Chinese remainder,Chinese remainder,100.0,50.0,100,0,0.0,1.0
Binary,Binary,106.98,50.0,7,100,99.98,2.0
multidim-3,multidim-3,111.97,25.0,14,100,97.97,2.0
multidim-4,multidim-4,112.47,36.0,13,100,99.47,2.0
