Unnamed: 0,Method,Mean experiments,Max compunds per well,N wells,Percentage check,Mean extra experiments,Mean steps
Random,Random,14.86,26.0,12,73,2.86,1.73
multidim-4,multidim-4,15.4,27.0,12,85,3.4,1.85
multidim-3,multidim-3,15.45,20.0,13,83,2.45,1.83
Ch. Rm. Special,Ch. Rm. Special,18.0,27.0,18,0,0.0,1.0
Hierarchical,Hierarchical,19.15,19.0,[4 3 3],100,15.15,4.0
Matrix,Matrix,19.44,9.0,18,72,1.44,1.72
multidim-2,multidim-2,19.44,9.0,18,72,1.44,1.72
STD,STD,25.0,16.0,25,0,0.0,1.0
Ch. Rm. Bktrk,Ch. Rm. Bktrk,34.0,38.0,34,0,0.0,1.0
Chinese remainder,Chinese remainder,41.0,38.0,41,0,0.0,1.0
Binary,Binary,53.14,38.0,7,100,46.14,2.0
