Unnamed: 0,Method,Mean experiments,Max compunds per well,N wells,Percentage check,Mean extra experiments,Mean steps
Random,Random,27.61,40.0,19,90,8.61,1.9
multidim-2,multidim-2,29.84,12.0,24,99,5.84,1.99
Matrix,Matrix,29.84,12.0,24,99,5.84,1.99
Hierarchical,Hierarchical,30.13,24.0,[6 3 3],100,24.13,4.0
multidim-3,multidim-3,46.3,30.0,16,100,30.3,2.0
STD,STD,49.0,21.0,49,0,0.0,1.0
Ch. Rm. Bktrk,Ch. Rm. Bktrk,66.0,36.0,66,0,0.0,1.0
Chinese remainder,Chinese remainder,77.0,72.0,77,0,0.0,1.0
Ch. Rm. Special,Ch. Rm. Special,112.0,64.0,112,0,0.0,1.0
multidim-4,multidim-4,122.92,48.0,14,100,108.92,2.0
Binary,Binary,150.25,72.0,8,100,142.25,2.0
