Unnamed: 0,Method,Mean experiments,Max compunds per well,N wells,Percentage check,Mean extra experiments,Mean steps
Hierarchical,Hierarchical,29.89,10.0,[8 3],100,21.89,3.0
multidim-2,multidim-2,48.78,9.0,18,100,30.78,2.0
Matrix,Matrix,48.78,9.0,18,100,30.78,2.0
STD,STD,55.0,7.0,55,0,0.0,1.0
Random,Random,69.55,16.0,16,100,53.55,2.0
Binary,Binary,81.99,38.0,7,100,74.99,2.0
Ch. Rm. Bktrk,Ch. Rm. Bktrk,83.0,25.0,83,0,0.0,1.0
multidim-3,multidim-3,86.06,20.0,13,100,73.06,2.0
multidim-4,multidim-4,86.47,27.0,12,100,74.47,2.0
Chinese remainder,Chinese remainder,100.0,38.0,100,0,0.0,1.0
