Unnamed: 0,Method,Mean experiments,Max compunds per well,N wells,Percentage check,Mean extra experiments,Mean steps
Binary,Binary,9.0,200.0,9,0,0.0,1.0
Hierarchical,Hierarchical,16.53,200.0,[2 3 3 3 3],100,14.53,6.0
multidim-4,multidim-4,18.0,100.0,18,0,0.0,1.0
Random,Random,19.0,130.0,19,0,0.0,1.0
Ch. Rm. Bktrk,Ch. Rm. Bktrk,19.0,134.0,19,0,0.0,1.0
STD,STD,20.0,80.0,20,0,0.0,1.0
multidim-3,multidim-3,23.0,58.0,23,0,0.0,1.0
Chinese remainder,Chinese remainder,28.0,200.0,28,0,0.0,1.0
Matrix,Matrix,40.0,20.0,40,0,0.0,1.0
multidim-2,multidim-2,40.0,20.0,40,0,0.0,1.0
