Unnamed: 0,Method,Mean experiments,Max compunds per well,N wells,Percentage check,Mean extra experiments,Mean steps
Hierarchical,Hierarchical,30.39,9.0,[9 3],100,21.39,3.0
multidim-2,multidim-2,49.56,9.0,18,100,31.56,2.0
Matrix,Matrix,49.56,9.0,18,100,31.56,2.0
STD,STD,55.0,8.0,55,0,0.0,1.0
Random,Random,74.99,14.0,16,100,58.99,2.0
Ch. Rm. Bktrk,Ch. Rm. Bktrk,85.0,20.0,85,0,0.0,1.0
Binary,Binary,85.99,40.0,7,100,78.99,2.0
multidim-3,multidim-3,90.16,20.0,13,100,77.16,2.0
multidim-4,multidim-4,90.53,27.0,12,100,78.53,2.0
Chinese remainder,Chinese remainder,100.0,40.0,100,0,0.0,1.0
