Unnamed: 0,Method,Mean experiments,Max compunds per well,N wells,Percentage check,Mean extra experiments,Mean steps
Random,Random,27.09,29.0,18,91,9.09,1.91
multidim-2,multidim-2,28.64,12.0,23,98,5.64,1.98
Matrix,Matrix,28.64,12.0,23,98,5.64,1.98
Hierarchical,Hierarchical,29.1,26.0,[5 3 3],100,24.1,4.0
multidim-3,multidim-3,47.86,26.0,16,99,31.86,1.99
STD,STD,49.0,18.0,49,0,0.0,1.0
Ch. Rm. Bktrk,Ch. Rm. Bktrk,64.0,42.0,64,0,0.0,1.0
Chinese remainder,Chinese remainder,77.0,63.0,77,0,0.0,1.0
Ch. Rm. Special,Ch. Rm. Special,84.0,32.0,84,0,0.0,1.0
multidim-4,multidim-4,103.27,42.0,14,100,89.27,2.0
Binary,Binary,132.58,63.0,7,100,125.58,2.0
