Unnamed: 0,Method,Mean experiments,Max compunds per well,N wells,Percentage check,Mean extra experiments,Mean steps
multidim-2,multidim-2,23.62,9.0,18,97,5.62,1.97
Matrix,Matrix,23.62,9.0,18,97,5.62,1.97
Random,Random,24.79,21.0,16,93,8.79,1.93
Hierarchical,Hierarchical,25.55,10.0,[8 3],100,17.55,3.0
multidim-3,multidim-3,43.31,20.0,13,99,30.31,1.99
STD,STD,49.0,12.0,49,0,0.0,1.0
Ch. Rm. Bktrk,Ch. Rm. Bktrk,58.0,40.0,58,0,0.0,1.0
Chinese remainder,Chinese remainder,58.0,40.0,58,0,0.0,1.0
multidim-4,multidim-4,72.28,27.0,12,99,60.28,1.99
Ch. Rm. Special,Ch. Rm. Special,84.0,32.0,84,0,0.0,1.0
Binary,Binary,85.27,40.0,7,100,78.27,2.0
