Unnamed: 0,Method,Mean experiments,Max compunds per well,N wells,Percentage check,Mean extra experiments,Mean steps
Random,Random,23.53,19.0,16,89,7.53,1.89
multidim-2,multidim-2,23.67,9.0,18,97,5.67,1.97
Matrix,Matrix,23.67,9.0,18,97,5.67,1.97
Hierarchical,Hierarchical,24.69,10.0,[8 3],100,16.69,3.0
multidim-3,multidim-3,40.28,20.0,13,99,27.28,1.99
STD,STD,49.0,11.0,49,0,0.0,1.0
Ch. Rm. Bktrk,Ch. Rm. Bktrk,57.0,15.0,57,0,0.0,1.0
Chinese remainder,Chinese remainder,58.0,37.0,58,0,0.0,1.0
multidim-4,multidim-4,67.43,27.0,12,99,55.43,1.99
Binary,Binary,79.16,37.0,7,100,72.16,2.0
Ch. Rm. Special,Ch. Rm. Special,84.0,32.0,84,0,0.0,1.0
