Unnamed: 0,Method,Mean experiments,Max compunds per well,N wells,Percentage check,Mean extra experiments,Mean steps
Random,Random,26.63,37.0,19,87,7.63,1.87
multidim-2,multidim-2,29.66,12.0,24,98,5.66,1.98
Matrix,Matrix,29.66,12.0,24,98,5.66,1.98
Hierarchical,Hierarchical,29.86,28.0,[5 3 3],100,24.86,4.0
multidim-3,multidim-3,45.62,30.0,16,100,29.62,2.0
STD,STD,49.0,20.0,49,0,0.0,1.0
Ch. Rm. Bktrk,Ch. Rm. Bktrk,66.0,35.0,66,0,0.0,1.0
Chinese remainder,Chinese remainder,77.0,70.0,77,0,0.0,1.0
Ch. Rm. Special,Ch. Rm. Special,112.0,64.0,112,0,0.0,1.0
multidim-4,multidim-4,118.98,48.0,14,100,104.98,2.0
Binary,Binary,146.22,70.0,8,100,138.22,2.0
