Unnamed: 0,Method,Mean experiments,Max compunds per well,N wells,Percentage check,Mean extra experiments,Mean steps
Random,Random,16.3,41.0,14,67,2.3,1.67
multidim-4,multidim-4,17.72,42.0,14,89,3.72,1.89
multidim-3,multidim-3,17.79,25.0,15,89,2.79,1.89
Hierarchical,Hierarchical,21.75,25.0,[5 3 3],100,16.75,4.0
Matrix,Matrix,24.57,12.0,23,79,1.57,1.79
multidim-2,multidim-2,24.57,12.0,23,79,1.57,1.79
Ch. Rm. Special,Ch. Rm. Special,25.0,81.0,25,0,0.0,1.0
STD,STD,35.0,18.0,35,0,0.0,1.0
Ch. Rm. Bktrk,Ch. Rm. Bktrk,38.0,32.0,38,0,0.0,1.0
Chinese remainder,Chinese remainder,41.0,63.0,41,0,0.0,1.0
Binary,Binary,107.73,63.0,7,100,100.73,2.0
