Unnamed: 0,Method,Mean experiments,Max compunds per well,N wells,Percentage check,Mean extra experiments,Mean steps
Random,Random,15.85,37.0,13,72,2.85,1.72
multidim-4,multidim-4,16.77,36.0,13,89,3.77,1.89
multidim-3,multidim-3,17.59,25.0,15,86,2.59,1.86
Hierarchical,Hierarchical,20.72,27.0,[4 3 3],100,16.72,4.0
Matrix,Matrix,22.53,11.0,21,76,1.53,1.76
multidim-2,multidim-2,22.53,11.0,21,76,1.53,1.76
Ch. Rm. Special,Ch. Rm. Special,25.0,81.0,25,0,0.0,1.0
STD,STD,25.0,21.0,25,0,0.0,1.0
Ch. Rm. Bktrk,Ch. Rm. Bktrk,36.0,27.0,36,0,0.0,1.0
Chinese remainder,Chinese remainder,41.0,53.0,41,0,0.0,1.0
Binary,Binary,83.31,53.0,7,100,76.31,2.0
