Unnamed: 0,Method,Mean experiments,Max compunds per well,N wells,Percentage check,Mean extra experiments,Mean steps
Random,Random,14.14,21.0,12,63,2.14,1.63
multidim-3,multidim-3,14.37,16.0,12,81,2.37,1.81
multidim-4,multidim-4,15.03,27.0,12,83,3.03,1.83
multidim-2,multidim-2,17.42,8.0,16,71,1.42,1.71
Matrix,Matrix,17.42,8.0,16,71,1.42,1.71
Ch. Rm. Special,Ch. Rm. Special,18.0,27.0,18,0,0.0,1.0
Hierarchical,Hierarchical,18.19,13.0,[5 4],100,13.19,3.0
STD,STD,25.0,13.0,25,0,0.0,1.0
Ch. Rm. Bktrk,Ch. Rm. Bktrk,30.0,21.0,30,0,0.0,1.0
Chinese remainder,Chinese remainder,41.0,31.0,41,0,0.0,1.0
Binary,Binary,52.75,31.0,6,100,46.75,2.0
