N,Diff,prevalence,p_error
36,1,0.001,0.0006158952167211185
36,1,0.005,0.014070882814569141
36,1,0.01,0.050345611750581276
36,1,0.05,0.5432706940340786
37,1,0.0001,6.644479796036329e-06
37,1,0.0005,0.000164569829131489
37,1,0.001,0.0006506564029744588
37,1,0.005,0.014826062563902731
37,1,0.01,0.05287802345257975
37,1,0.05,0.5582181985929633
38,1,0.0001,7.013150124413059e-06
38,1,0.0005,0.0001736547777848596
38,1,0.001,0.0006863474509600787
38,1,0.005,0.015598338743672557
38,1,0.01,0.055454752359363146
38,1,0.05,0.5728127759608739
39,1,0.0001,7.391746652318787e-06
39,1,0.0005,0.0001829806003470491
39,1,0.001,0.0007229664661932977
39,1,0.005,0.016387521510080605
39,1,0.01,0.05807465888566565
39,1,0.05,0.5870523500955135
40,1,0.0001,7.780267390677942e-06
40,1,0.0005,0.00019254705367299785
40,1,0.001,0.0007605115570485932
40,1,0.005,0.017193422490355936
40,1,0.01,0.060736621806206204
40,1,0.05,0.6009359348767851
41,1,0.0001,8.178710351081087e-06
41,1,0.0005,0.00020235389480049992
41,1,0.001,0.0007989808347557137
41,1,0.005,0.018015854772790774
41,1,0.01,0.06343953800244728
41,1,0.05,0.6144635303046906
42,1,0.0001,8.587073545007762e-06
42,1,0.0005,0.00021240088095009213
42,1,0.001,0.0008383724133959047
42,1,0.005,0.018854632896838974
42,1,0.01,0.06618232221258302
42,1,0.05,0.6276360263526137
43,1,0.0001,9.00535498449262e-06
43,1,0.0005,0.00022268776952505398
43,1,0.001,0.0008786844098979119
43,1,0.005,0.019709572843277456
43,1,0.01,0.06896390678471576
43,1,0.05,0.6404551139699828
44,1,0.0001,9.433552681903379e-06
44,1,0.0005,0.00023321431811118565
44,1,0.001,0.0009199149440345389
44,1,0.005,0.02058049202442902
44,1,0.01,0.07178324143318449
44,1,0.05,0.6529232027597334
45,1,0.0001,9.871664649718781e-06
45,1,0.0005,0.00024398028447680797
45,1,0.001,0.0009620621384185402
45,1,0.005,0.021467209274448118
45,1,0.01,0.07463929299800554
45,1,0.05,0.6650433448855839
46,1,0.0001,1.0319688900750634e-05
46,1,0.0005,0.0002549854265725404
46,1,0.001,0.0010051241184987347
46,1,0.005,0.022369544839666355
46,1,0.01,0.07753104520738674
46,1,0.05,0.6768191647919501
47,1,0.0001,1.0777623448143814e-05
47,1,0.0005,0.000266229502531079
47,1,0.001,0.0010490990125566757
47,1,0.005,0.023287320369000497
47,1,0.01,0.08045749844328054
47,1,0.05,0.6882547943454658
48,1,0.0001,1.1245466305598306e-05
48,1,0.0005,0.0002777122706673074
48,1,0.001,0.0010939849517024314
48,1,0.005,0.024220358904420425
48,1,0.01,0.08341766950993579
48,1,0.05,0.69935481303165
49,1,0.0001,1.1723215486592053e-05
49,1,0.0005,0.00028943348947796377
49,1,0.001,0.0011397800698708105
49,1,0.005,0.025168484871476826
49,1,0.01,0.08641059140541352
49,1,0.05,0.710124192863352
50,1,0.0001,1.2210869005380154e-05
50,1,0.0005,0.0003013929176417518
50,1,0.001,0.0011864825038179205
50,1,0.005,0.026131524069890055
50,1,0.01,0.0894353130960307
50,1,0.05,0.7205682476793048
51,1,0.0001,1.2708424876106683e-05
51,1,0.0005,0.00031359031401911874
51,1,0.001,0.00123409039311706
51,1,0.005,0.027109303664197393
51,1,0.01,0.09249089929369503
51,1,0.05,0.7306925865315039
52,1,0.0001,1.3215881113692873e-05
52,1,0.0005,0.00032602543765181125
52,1,0.001,0.0012826018801551653
52,1,0.005,0.028101652174459923
52,1,0.01,0.09557643023609652
52,1,0.05,0.7405030708792849
53,1,0.0001,1.3733235732837912e-05
53,1,0.0005,0.00033869804776320844
53,1,0.001,0.0013320151101287037
53,1,0.005,0.029108399467028256
53,1,0.01,0.09869100146972054
53,1,0.05,0.7500057753259589
54,1,0.0001,1.426048674890712e-05
54,1,0.0005,0.00035160790375821094
54,1,0.001,0.0013823282310404528
54,1,0.005,0.030129376745366532
54,1,0.01,0.10183372363564847
54,1,0.05,0.7592069516507675
55,1,0.0001,1.4797632177487863e-05
55,1,0.0005,0.0003647547652226857
55,1,0.001,0.0014335393936952823
55,1,0.005,0.031164416540934714
55,1,0.01,0.10500372225811094
55,1,0.05,0.7681129959047802
56,1,0.0001,1.534467003438955e-05
56,1,0.0005,0.00037813839192379906
56,1,0.001,0.001485646751696601
56,1,0.005,0.032213352704128506
56,1,0.01,0.10820013753576041
56,1,0.05,0.7767304183542647
57,1,0.0001,1.590159833564364e-05
57,1,0.0005,0.00039175854380946173
57,1,0.001,0.0015386484614424711
57,1,0.005,0.033276020395276884
57,1,0.01,0.11142212413563124
57,1,0.05,0.7850658160690389
58,1,0.0001,1.646841509794772e-05
58,1,0.0005,0.00040561498100855076
58,1,0.001,0.0015925426821220556
58,1,0.005,0.03435225607569625
58,1,0.01,0.11466885098975099
58,1,0.05,0.7931258479664499
59,1,0.0001,1.7045118337777332e-05
59,1,0.0005,0.0004197074638309095
59,1,0.001,0.0016473275757118433
59,1,0.005,0.035441897498801445
59,1,0.01,0.1179395010943749
59,1,0.05,0.8009172121339472
60,1,0.0001,1.7631706072274156e-05
60,1,0.0005,0.0004340357527666816
60,1,0.001,0.0017030013069718741
60,1,0.005,0.036544783701273786
60,1,0.01,0.12123327131180728
60,1,0.05,0.8084466252647787
61,1,0.0001,1.8228176318801914e-05
61,1,0.0005,0.00044859960848664393
61,1,0.001,0.0017595620434417425
61,1,0.005,0.037660754994283896
61,1,0.01,0.12454937217478168
61,1,0.05,0.8157208040521922
62,1,0.0001,1.8834527094946374e-05
62,1,0.0005,0.0004633987918419846
62,1,0.001,0.0018170079554373775
62,1,0.005,0.038789652954771325
62,1,0.01,0.12788702769336535
62,1,0.05,0.8227464483977024
63,1,0.0001,1.945075641873739e-05
63,1,0.0005,0.000478433063864081
63,1,0.001,0.001875337216046935
63,1,0.005,0.03993132041677916
63,1,0.01,0.1312454751643598
63,1,0.05,0.8295302262985311
64,1,0.0001,2.0076862308204824e-05
64,1,0.0005,0.0004937021857643886
64,1,0.001,0.0019345480011273564
64,1,0.005,0.0410856014628429
64,1,0.01,0.13462396498316498
64,1,0.05,0.8360787602882827
65,1,0.0001,2.071284278204466e-05
65,1,0.0005,0.0005092059189345521
65,1,0.001,0.001994638489300371
65,1,0.005,0.04225234141543566
65,1,0.01,0.1380217604580778
65,1,0.05,0.8423986153133127
66,1,0.0001,2.1358695858952892e-05
66,1,0.0005,0.0005249440249459614
66,1,0.001,0.0020556068619490553
66,1,0.005,0.04343138682846592
66,1,0.01,0.14143813762699398
66,1,0.05,0.848496287935119
67,1,0.0001,2.201441955818062e-05
67,1,0.0005,0.0005409162655499733
67,1,0.001,0.0021174513032139464
67,1,0.005,0.04462258547883047
67,1,0.01,0.14487238507648603
67,1,0.05,0.8543781967564615
68,1,0.0001,2.268001189908997e-05
68,1,0.0005,0.0005571224026772459
68,1,0.001,0.0021801699999893787
68,1,0.005,0.045825786358020704
68,1,0.01,0.14832380376322551
68,1,0.05,0.8600506739758319
69,1,0.0001,2.335547090137613e-05
69,1,0.0005,0.0005735621984384043
69,1,0.001,0.002243761141920042
69,1,0.005,0.04704083966378203
69,1,0.01,0.15179170683772247
69,1,0.05,0.8655199579813742
70,1,0.0001,2.404079458506736e-05
70,1,0.0005,0.0005902354151232636
70,1,0.001,0.002308222921396874
70,1,0.005,0.048267596791826683
70,1,0.01,0.15527541947035328
70,1,0.05,0.8707921869014226
71,1,0.0001,2.4735980970413962e-05
71,1,0.0005,0.000607141815200829
71,1,0.001,0.0023735535335535074
71,1,0.005,0.049505910327599434
71,1,0.01,0.15877427867964766
71,1,0.05,0.8758733930345126
72,1,0.0001,2.5441028078110328e-05
72,1,0.0005,0.0006242811613194066
72,1,0.001,0.0024397511762629387
72,1,0.005,0.05075563403809469
72,1,0.01,0.16228763316280914
72,1,0.05,0.8807694980870402
73,1,0.0001,2.6155933929072894e-05
73,1,0.0005,0.0006416532163064925
73,1,0.001,0.0025068140501335323
73,1,0.005,0.05201662286372666
73,1,0.01,0.16581484312843942
73,1,0.05,0.8854863091517288
74,1,0.0001,2.688069654432912e-05
74,1,0.0005,0.0006592577431682178
74,1,0.001,0.0025747403585050233
74,1,0.005,0.05328873291025149
74,1,0.01,0.16935528013144086
74,1,0.05,0.8900295153647308
75,1,0.0001,2.7615313945683617e-05
75,1,0.0005,0.0006770945050899035
75,1,0.001,0.0026435283074458527
75,1,0.005,0.054571821440739354
75,1,0.01,0.1729083269100694
75,1,0.05,0.8944046851835533
76,1,0.0001,2.8359784154607937e-05
76,1,0.0005,0.0006951632654351725
76,1,0.001,0.002713176105748394
76,1,0.005,0.05586574686759971
76,1,0.01,0.17647337722511214
76,1,0.05,0.8986172642320818
77,1,0.0001,2.911410519335078e-05
77,1,0.0005,0.0007134637877463934
77,1,0.001,0.002783681964926066
77,1,0.005,0.05717036874465542
77,1,0.01,0.18004983570116306
77,1,0.05,0.9026725736627985
78,1,0.0001,2.98782750843829e-05
78,1,0.0005,0.0007319958357445699
78,1,0.001,0.002855044099209225
78,1,0.005,0.05848554775926884
78,1,0.01,0.18363711766997048
78,1,0.05,0.9065758089898635
79,1,0.0001,3.065229185017504e-05
79,1,0.0005,0.0007507591733287855
79,1,0.001,0.002927260725541947
79,1,0.005,0.05981114572451751
79,1,0.01,0.18723464901583142
79,1,0.05,0.9103320393500648
80,1,0.0001,3.1436153513864085e-05
80,1,0.0005,0.0007697535645764253
80,1,0.001,0.003000330063577805
80,1,0.005,0.06114702557141971
80,1,0.01,0.1908418660230088
80,1,0.05,0.9139462071517713
81,1,0.0001,3.222985809880896e-05
81,1,0.0005,0.0007889787737430654
81,1,0.001,0.0030742503356768758
81,1,0.005,0.06249305134120986
81,1,0.01,0.1944582152251405
81,1,0.05,0.9174231280749321
82,1,0.0001,3.3033403628368596e-05
82,1,0.0005,0.0008084345652621394
82,1,0.001,0.0031490197669017395
82,1,0.005,0.06384908817766266
82,1,0.01,0.19808315325662706
82,1,0.05,0.9207674913878974
83,1,0.0001,3.384678812645703e-05
83,1,0.0005,0.00082812070374505
83,1,0.001,0.003224636585013707
83,1,0.005,0.06521500231946753
83,1,0.01,0.20171614670596194
83,1,0.05,0.9239838605493788
84,1,0.0001,3.4670009617432385e-05
84,1,0.0005,0.0008480369539807242
84,1,0.001,0.003301099020469822
84,1,0.005,0.06659066109264988
84,1,0.01,0.20535667197098406
84,1,0.05,0.9270766740662423
85,1,0.0001,3.5503066125652794e-05
85,1,0.0005,0.000868183080936058
85,1,0.001,0.0033784053064183084
85,1,0.005,0.06797593290304227
85,1,0.01,0.2090042151160354
85,1,0.05,0.930050246580046
86,1,0.0001,3.634595567580945e-05
86,1,0.0005,0.0008885588497551389
86,1,0.001,0.003456553678695906
86,1,0.005,0.0693706872288038
86,1,0.01,0.2126582717309885
86,1,0.05,0.9329087701573038
87,1,0.0001,3.7198676293037636e-05
87,1,0.0005,0.00090916402575969
87,1,0.001,0.0035355423758237636
87,1,0.005,0.07077479461298486
87,1,0.01,0.2163183467921309
87,1,0.05,0.9356563157603855
88,1,0.0001,3.806122600269468e-05
88,1,0.0005,0.0009299983744485152
88,1,0.001,0.0036153696390035517
88,1,0.005,0.07218812665614338
88,1,0.01,0.21998395452487718
88,1,0.05,0.9382968348777659
89,1,0.0001,3.893360283035996e-05
89,1,0.0005,0.0009510616614977208
89,1,0.001,0.003696033712114688
89,1,0.005,0.07361055600900501
89,1,0.01,0.2236546182682897
89,1,0.05,0.9408341612940074
90,1,0.0001,3.981580480216795e-05
90,1,0.0005,0.0009723536527601606
90,1,0.001,0.0037775328417098963
90,1,0.005,0.07504195636517175
90,1,0.01,0.2273298703413814
90,1,0.05,0.9432720129814303
91,1,0.0001,4.0707829944142127e-05
91,1,0.0005,0.0009938741142659913
91,1,0.001,0.003859865277012209
91,1,0.005,0.07648220245387638
91,1,0.01,0.23100925191118415
91,1,0.05,0.9456139940968757
92,1,0.0001,4.1609676282972075e-05
92,1,0.0005,0.0010156228122218947
92,1,0.001,0.003943029269911191
92,1,0.005,0.07793117003278494
92,1,0.01,0.2346923128625571
92,1,0.05,0.9478635970683231
93,1,0.0001,4.2521341845458416e-05
93,1,0.0005,0.0010375995130113003
93,1,0.001,0.004027023074958946
93,1,0.005,0.07938873588084316
93,1,0.01,0.23837861166971108
93,1,0.05,0.9500242047573837
94,1,0.0001,4.3442824658734835e-05
94,1,0.0005,0.001059803983194163
94,1,0.001,0.004111844949367449
94,1,0.005,0.08085477779116979
94,1,0.01,0.24206771526943582
94,1,0.05,0.9520990926848673
95,1,0.0001,4.4374122750268086e-05
95,1,0.0005,0.0010822359895069633
95,1,0.001,0.004197493153003995
95,1,0.005,0.08232917456399635
95,1,0.01,0.2457591989359995
95,1,0.05,0.9540914313077091
96,1,0.0001,4.531523414763594e-05
96,1,0.0005,0.001104895298862596
96,1,0.001,0.004283965948388313
96,1,0.005,0.08381180599964977
96,1,0.01,0.24945264615770446
96,1,0.05,0.9560042883365546
97,1,0.0001,4.626615687908231e-05
97,1,0.0005,0.0011277816783497041
97,1,0.001,0.004371261600688681
97,1,0.005,0.0853025528915825
97,1,0.01,0.2531476485150821
97,1,0.05,0.9578406310842462
98,1,0.0001,4.72268889728511e-05
98,1,0.0005,0.0011508948952335674
98,1,0.001,0.0044593783777185925
98,1,0.005,0.08680129701944594
98,1,0.01,0.2568438055606961
98,1,0.05,0.9596033288363273
99,1,0.0001,4.819742845751929e-05
99,1,0.0005,0.0011742347169552136
99,1,0.001,0.004548314549932764
99,1,0.005,0.08830792114220853
99,1,0.01,0.26054072470054646
99,1,0.05,0.9612951552354897
100,1,0.0001,4.917777336199691e-05
100,1,0.0005,0.0011978009111313082
100,1,0.001,0.004638068390424133
100,1,0.005,0.08982230899131793
100,1,0.01,0.26423802107704375
100,1,0.05,0.962918790672645
101,1,0.0001,5.0167921715527086e-05
101,1,0.0005,0.0012215932455545975
101,1,0.001,0.004728638174920086
101,1,0.005,0.09134434526390767
101,1,0.01,0.26793531745354104
101,1,0.05,0.964476824677996
102,1,0.0001,5.116787154757496e-05
102,1,0.0005,0.0012456114881932434
102,1,0.001,0.0048200221817785716
102,1,0.005,0.09287391561604674
102,1,0.01,0.2716322441004003
102,1,0.05,0.9659717583061304
103,1,0.0001,5.217762088793876e-05
103,1,0.0005,0.001269855407190823
103,1,0.001,0.004912218691985104
103,1,0.005,0.09441090665603291
103,1,0.01,0.2753284386825776
103,1,0.05,0.9674060065097563
104,1,0.0001,5.319716776686079e-05
104,1,0.0005,0.0012943247708666616
104,1,0.001,0.005005225989149098
104,1,0.005,0.09595520593772866
104,1,0.01,0.2790235461487012
104,1,0.05,0.9687819004972542
105,1,0.0001,5.422651021458336e-05
105,1,0.0005,0.0013190193477149448
105,1,0.001,0.0050990423595000944
105,1,0.005,0.09750670195394118
105,1,0.01,0.2827172186216341
105,1,0.05,0.970101690069728
106,1,0.0001,5.526564626190389e-05
106,1,0.0005,0.0013439389064051621
106,1,0.001,0.00519366609188443
106,1,0.005,0.09906528412984317
106,1,0.01,0.2864091152904933
106,1,0.05,0.9713675459337113
107,1,0.0001,5.631457393973083e-05
107,1,0.0005,0.0013690832157818855
107,1,0.001,0.005289095477761574
107,1,0.005,0.10063084281643708
107,1,0.01,0.29009890230411306
107,1,0.05,0.972581561986122
108,1,0.0001,5.737329127930568e-05
108,1,0.0005,0.001394452044864436
108,1,0.001,0.005385328811200907
108,1,0.005,0.10220326928406198
108,1,0.01,0.2937862526659316
108,1,0.05,0.9737457575684573
109,1,0.0001,5.8441796312314054e-05
109,1,0.0005,0.0014200451628472166
109,1,0.001,0.005482364388877836
109,1,0.005,0.10378245571594014
109,1,0.01,0.2974708461302831
109,1,0.05,0.9748620796875938
110,1,0.0001,5.952008707055256e-05
110,1,0.0005,0.0014458623390989356
110,1,0.001,0.0055802005100705765
110,1,0.005,0.1053682952017676
110,1,0.01,0.30115236910008103
110,1,0.05,0.9759324052008954
111,1,0.0001,6.060816158626192e-05
111,1,0.0005,0.0014719033431630502
111,1,0.001,0.005678835476656596
111,1,0.005,0.10696068173134377
111,1,0.01,0.3048305145258705
111,1,0.05,0.9769585429636479
112,1,0.0001,6.170601789179386e-05
112,1,0.0005,0.0014981679447575447
112,1,0.001,0.0057782675931089544
112,1,0.005,0.10855951018824406
112,1,0.01,0.30850498180623365
112,1,0.05,0.9779422359371229
113,1,0.0001,6.281365402005523e-05
113,1,0.0005,0.0015246559137747084
113,1,0.001,0.005878495166492859
113,1,0.005,0.11016467634353211
113,1,0.01,0.3121754766895368
113,1,0.05,0.9788851632558414
114,1,0.0001,6.393106800395287e-05
114,1,0.0005,0.0015513670202808028
114,1,0.001,0.005979516506462557
114,1,0.005,0.11177607684951252
114,1,0.01,0.3158417111769938
114,1,0.05,0.9797889422528452
115,1,0.0001,6.505825787694874e-05
115,1,0.0005,0.001578301034516394
115,1,0.001,0.006081329925257006
115,1,0.005,0.1133936092335246
115,1,0.01,0.31950340342703243
115,1,0.05,0.9806551304420089
116,1,0.0001,6.619522167272684e-05
116,1,0.0005,0.0016054577268960202
116,1,0.001,0.0061839337376974335
116,1,0.005,0.1150171718917753
116,1,0.01,0.32316027766095246
116,1,0.05,0.9814852274566243
117,1,0.0001,6.73419574250822e-05
117,1,0.0005,0.0016328368680079697
117,1,0.001,0.006287326261183002
117,1,0.005,0.11664666408321267
117,1,0.01,0.3268120640698515
117,1,0.05,0.9822806769436729
118,1,0.0001,6.849846316836494e-05
118,1,0.0005,0.0016604382286143915
118,1,0.001,0.006391505815687815
118,1,0.005,0.11828198592343842
118,1,0.01,0.3304584987228064
118,1,0.05,0.9830428684133753
119,1,0.0001,6.966473693714725e-05
119,1,0.0005,0.0016882615796510736
119,1,0.001,0.006496470723757475
119,1,0.005,0.1199230383786597
119,1,0.01,0.33409932347629523
119,1,0.05,0.9837731390437482
120,1,0.0001,7.084077676611233e-05
120,1,0.0005,0.0017163066922271097
120,1,0.001,0.006602219310505086
120,1,0.005,0.12156972325968085
120,1,0.01,0.337734285884842
120,1,0.05,0.9844727754400503
121,1,0.0001,7.20265806904985e-05
121,1,0.0005,0.0017445733376251216
121,1,0.001,0.00670874990360848
121,1,0.005,0.12322194321593227
121,1,0.01,0.3413631391128701
121,1,0.05,0.9851430153491129
122,1,0.0001,7.322214674565508e-05
122,1,0.0005,0.0017730612873011475
122,1,0.001,0.0068160608333064365
122,1,0.005,0.1248796017295396
122,1,0.01,0.34498564184774994
122,1,0.05,0.9857850493286691
123,1,0.0001,7.442747296737551e-05
123,1,0.0005,0.0018017703128840878
123,1,0.001,0.0069241504323950265
123,1,0.005,0.12654260310943044
123,1,0.01,0.34860155821401984
123,1,0.05,0.9864000223718968
124,1,0.0001,7.564255739156422e-05
124,1,0.0005,0.0018307001861761485
124,1,0.001,0.007033017036224609
124,1,0.005,0.12821085248547925
124,1,0.01,0.35221065768878024
124,1,0.05,0.9869890354874802
125,1,0.0001,7.686739805468079e-05
125,1,0.0005,0.0018598506791522862
125,1,0.001,0.007142658982696171
125,1,0.005,0.1298842558026898
125,1,0.01,0.3558127150182234
125,1,0.05,0.9875531472355755
126,1,0.0001,7.810199299318477e-05
126,1,0.0005,0.0018892215639605414
126,1,0.001,0.0072530746122576595
126,1,0.005,0.131562719815416
126,1,0.01,0.3594075101353096
126,1,0.05,0.9880933752201425
127,1,0.0001,7.93463402439798e-05
127,1,0.0005,0.0019188126129211502
127,1,0.001,0.0073642622679011005
127,1,0.005,0.13324615208162016
127,1,0.01,0.36299482807855177
127,1,0.05,0.9886106975381639
128,1,0.0001,8.060043784441362e-05
128,1,0.0005,0.0019486235985275435
128,1,0.001,0.007476220295158709
128,1,0.005,0.13493446095716655
128,1,0.01,0.36657445891191576
128,1,0.05,0.9891060541863328
129,1,0.0001,8.186428383183397e-05
129,1,0.0005,0.0019786542934451257
129,1,0.001,0.007588947042099448
129,1,0.005,0.1366275555901556
129,1,0.01,0.3701461976458047
129,1,0.05,0.9895803484258394
130,1,0.0001,8.313787624403268e-05
130,1,0.0005,0.0020089044705118297
130,1,0.001,0.007702440859326032
130,1,0.005,0.13832534591529067
130,1,0.01,0.3737098441591242
130,1,0.05,0.9900344481059296
131,1,0.0001,8.442121311902362e-05
131,1,0.0005,0.0020393739027380064
131,1,0.001,0.007816700099971041
131,1,0.005,0.14002774264828488
131,1,0.01,0.3772652031224133
131,1,0.05,0.990469186946946
132,1,0.0001,8.571429249537577e-05
132,1,0.0005,0.002070062363305758
132,1,0.001,0.007931723119693923
132,1,0.005,0.1417346572803012
132,1,0.01,0.3808120839220204
132,1,0.05,0.990885365783596
133,1,0.0001,8.70171124116581e-05
133,1,0.0005,0.002100969625569493
133,1,0.001,0.008047508276677329
133,1,0.005,0.14344600207243097
133,1,0.01,0.38435030058532327
133,1,0.05,0.9912837537692137
134,1,0.0001,8.832967090677268e-05
134,1,0.0005,0.0021320954630553723
134,1,0.001,0.008164053931623672
134,1,0.005,0.14516169005020774
134,1,0.01,0.3878796717069678
134,1,0.05,0.9916650895418107
135,1,0.0001,8.965196601995462e-05
135,1,0.0005,0.0021634396494614183
135,1,0.001,0.008281358447751797
135,1,0.005,0.14688163499815476
135,1,0.01,0.3914000203761204
135,1,0.05,0.9920300823527248
136,1,0.0001,9.098399579088312e-05
136,1,0.0005,0.0021950019586570724
136,1,0.001,0.00839942019079365
136,1,0.005,0.14860575145437105
136,1,0.01,0.39491117410471976
136,1,0.05,0.992379413158693
137,1,0.0001,9.232575825934841e-05
137,1,0.0005,0.0022267821646837493
137,1,0.001,0.008518237528991057
137,1,0.005,0.1503339547051502
137,1,0.01,0.3984129647567096
137,1,0.05,0.9927137356781826
138,1,0.0001,9.367725146547379e-05
138,1,0.0005,0.0022587800417538384
138,1,0.001,0.008637808833091953
138,1,0.005,0.1520661607796353
138,1,0.01,0.40190522847824894
138,1,0.05,0.9930336774128266
139,1,0.0001,9.503847344960459e-05
