N,Diff,prevalence,p_error
123,2,0.05,0.9485791802133877
124,2,0.0001,3.0732308919922957e-07
124,2,0.0005,3.7048042068277276e-05
124,2,0.001,0.00028328759878926135
124,2,0.005,0.024779391170456133
124,2,0.01,0.12844649025365018
124,2,0.05,0.9504702223213132
125,2,0.0001,3.148566125599217e-07
125,2,0.0005,3.794486814023834e-05
125,2,0.001,0.0002900373282266333
125,2,0.005,0.025296548477031333
125,2,0.01,0.13068413192800155
125,2,0.05,0.9522961629796215
126,2,0.0001,3.2251186676823806e-07
126,2,0.0005,3.885582104579122e-05
126,2,0.001,0.0002968899498810851
126,2,0.005,0.025819487013659548
126,2,0.01,0.13293541775890383
126,2,0.05,0.9540590121924192
127,2,0.0001,3.302898148316302e-07
127,2,0.0005,3.9781003917216395e-05
127,2,0.001,0.00030384613454348397
127,2,0.005,0.026348203177668394
127,2,0.01,0.1352001386826679
127,2,0.05,0.9557607303438054
128,2,0.0001,3.3819141986857204e-07
128,2,0.0005,4.072051972170421e-05
128,2,0.001,0.00031090655067689266
128,2,0.005,0.026882692922188145
128,2,0.01,0.13747808557662689
128,2,0.05,0.9574032287035233
129,2,0.0001,3.4621764455344817e-07
129,2,0.0005,4.167447126113277e-05
129,2,0.001,0.00031807186442134316
129,2,0.005,0.02742295176236298
129,2,0.01,0.13976904930997958
129,2,0.05,0.9589883699776638
130,2,0.0001,3.5436945111655405e-07
130,2,0.0005,4.264296117229005e-05
130,2,0.001,0.0003253427395990549
130,2,0.005,0.027968974781501954
130,2,0.01,0.14207282079333794
130,2,0.05,0.9605179689000726
131,2,0.0001,3.626478017881851e-07
131,2,0.0005,4.3626091926873833e-05
131,2,0.001,0.00033271983771876457
131,2,0.005,0.028520756637170908
131,2,0.01,0.14438919102699566
131,2,0.05,0.9619937928603655
132,2,0.0001,3.710536583545476e-07
132,2,0.0005,4.462396583226891e-05
132,2,0.001,0.00034020381798105515
132,2,0.005,0.02907829156722641
132,2,0.01,0.14671795114794972
132,2,0.05,0.9634175625646945
133,2,0.0001,3.795879822687809e-07
133,2,0.0005,4.5636685031102964e-05
133,2,0.001,0.00034779533728268586
133,2,0.005,0.029641573395791876
133,2,0.01,0.14905889247569049
133,2,0.05,0.9647909527256395
134,2,0.0001,3.882517346509573e-07
134,2,0.0005,4.6664351501357615e-05
134,2,0.001,0.00035549505022214323
134,2,0.005,0.030210595539175045
134,2,0.01,0.1514118065567871
134,2,0.05,0.9661155927778182
135,2,0.0001,3.970458766211493e-07
135,2,0.0005,4.770706705714556e-05
135,2,0.001,0.0003633036091035269
135,2,0.005,0.03078535101173019
135,2,0.01,0.1537764852082888
135,2,0.05,0.9673930676160178
136,2,0.0001,4.059713686332955e-07
136,2,0.0005,4.876493334826648e-05
136,2,0.001,0.0003712216639422117
136,2,0.005,0.031365832431662355
136,2,0.01,0.15615272055996698
136,2,0.05,0.9686249183528532
137,2,0.0001,4.1502917103031223e-07
137,2,0.0005,4.983805186098422e-05
137,2,0.001,0.00037924986246906656
137,2,0.005,0.03195203202677588
137,2,0.01,0.1585403050954145
137,2,0.05,0.9698126430931452
138,2,0.0001,4.242202439330711e-07
138,2,0.0005,5.092652391736063e-05
138,2,0.001,0.00038738885013556157
138,2,0.005,0.03254394164016772
138,2,0.01,0.1609390316920275
138,2,0.05,0.970957697722397
139,2,0.0001,4.33545547129377e-07
139,2,0.0005,5.203045067625478e-05
139,2,0.001,0.00039563927011854183
139,2,0.005,0.033141552735865054
139,2,0.01,0.1633486936598897
139,2,0.05,0.9720614967069185
140,2,0.0001,4.430060398519231e-07
140,2,0.0005,5.31499331331009e-05
140,2,0.001,0.00040400176332477944
140,2,0.005,0.033744856404408274
140,2,0.01,0.16576908477957952
140,2,0.05,0.9731254139033132
141,2,0.0001,4.5260268155544736e-07
141,2,0.0005,5.4285072119908406e-05
141,2,0.001,0.00041247696839585846
141,2,0.005,0.034353843368379766
141,2,0.01,0.1681999993389205
141,2,0.05,0.9741507833752007
142,2,0.0001,4.623364308065092e-07
142,2,0.0005,5.5435968305816985e-05
142,2,0.001,0.00042106552171328193
142,2,0.005,0.034968503987878985
142,2,0.01,0.17064123216869276
142,2,0.05,0.9751389002151959
143,2,0.0001,4.7220824639371273e-07
143,2,0.0005,5.660272219698559e-05
143,2,0.001,0.00042976805740257973
143,2,0.005,0.03558882826594356
143,2,0.01,0.17309257867733152
143,2,0.05,0.9760910213703056
144,2,0.0001,4.822190866615728e-07
144,2,0.0005,5.7785434136925495e-05
144,2,0.001,0.00043858520733852657
144,2,0.005,0.03621480585391812
144,2,0.01,0.17555383488462206
144,2,0.05,0.9770083664690408
145,2,0.0001,4.923699093994927e-07
145,2,0.0005,5.8984204306722354e-05
145,2,0.001,0.00044751760114969397
145,2,0.005,0.03684642605677024
145,2,0.01,0.17802479745442035
145,2,0.05,0.9778921186486672
146,2,0.0001,5.026616723968758e-07
146,2,0.0005,6.019913272470312e-05
146,2,0.001,0.00045656586622322415
146,2,0.005,0.037483677838354046
146,2,0.01,0.18050526372641018
146,2,0.05,0.9787434253811397
147,2,0.0001,5.130953329990362e-07
147,2,0.0005,6.14303192472132e-05
147,2,0.001,0.00046573062770960405
147,2,0.005,0.03812654982662267
147,2,0.01,0.18299503174692
147,2,0.05,0.9795633992963751
148,2,0.0001,5.236718485512881e-07
148,2,0.0005,6.267786356872751e-05
148,2,0.001,0.0004750125085272172
148,2,0.005,0.03877503031878893
148,2,0.01,0.18549390029881518
148,2,0.05,0.9803531190016348
149,2,0.0001,5.343921756217895e-07
149,2,0.0005,6.394186522140632e-05
149,2,0.001,0.0004844121293673398
149,2,0.005,0.03942910728643556
149,2,0.01,0.18800166893048398
149,2,0.05,0.981113629895878
150,2,0.0001,5.452572710007431e-07
150,2,0.0005,6.522242357598351e-05
150,2,0.001,0.0004939301086983594
150,2,0.005,0.040088768380574624
150,2,0.01,0.19051813798393613
150,2,0.05,0.9818459449780557
151,2,0.0001,5.562680907011952e-07
151,2,0.0005,6.651963784165549e-05
151,2,0.001,0.0005035670627709932
151,2,0.005,0.040754000936657375
151,2,0.01,0.19304310862202856
151,2,0.05,0.9825510456483957
152,2,0.0001,5.674255908472148e-07
152,2,0.0005,6.783360706608121e-05
152,2,0.001,0.0005133236056227286
152,2,0.005,0.041424791979534414
152,2,0.01,0.1955763828548367
152,2,0.05,0.9832298825018204
153,2,0.0001,5.787307268967368e-07
153,2,0.0005,6.916443013571527e-05
153,2,0.001,0.0005232003490823756
153,2,0.005,0.04210112822836587
153,2,0.01,0.19811776356518995
153,2,0.05,0.9838833761127171
154,2,0.0001,5.901844545297408e-07
154,2,0.0005,7.05122057760299e-05
154,2,0.001,0.0005331979027749512
154,2,0.005,0.04278299610148406
154,2,0.01,0.2006670545333833
154,2,0.05,0.9845124178103586
155,2,0.0001,6.01787728538028e-07
155,2,0.0005,7.187703255162603e-05
155,2,0.001,0.0005433168741262318
155,2,0.005,0.04347038172120721
155,2,0.01,0.20322406046108565
155,2,0.05,0.9851178704443384
156,2,0.0001,6.135415039354442e-07
156,2,0.0005,7.325900886623327e-05
156,2,0.001,0.0005535578683673048
156,2,0.005,0.04416327091860439
156,2,0.01,0.2057885869944578
156,2,0.05,0.9857005691394596
157,2,0.0001,6.254467350697013e-07
157,2,0.0005,7.465823296315399e-05
157,2,0.001,0.0005639214885394539
157,2,0.005,0.044861649238214785
157,2,0.01,0.2083604407464963
157,2,0.05,0.9862613220395696
158,2,0.0001,6.37504376177489e-07
158,2,0.0005,7.607480292537439e-05
158,2,0.001,0.0005744083354984886
158,2,0.005,0.04556550194271769
158,2,0.01,0.21093942931862175
158,2,0.05,0.9868009110399013
159,2,0.0001,6.497153811624301e-07
159,2,0.0005,7.750881667523135e-05
159,2,0.001,0.0005850190079197404
159,2,0.005,0.04627481401755684
159,2,0.01,0.2135253613215179
159,2,0.05,0.9873200925075282
160,2,0.0001,6.62080703817125e-07
160,2,0.0005,7.896037197552275e-05
160,2,0.001,0.0005957541023022817
160,2,0.005,0.04698957017551808
160,2,0.01,0.21611804639524967
160,2,0.05,0.9878195979895985
161,2,0.0001,6.746012972680404e-07
161,2,0.0005,8.042956642884125e-05
161,2,0.001,0.0006066142129738106
161,2,0.005,0.04770975486126128
161,2,0.01,0.218717295228662
161,2,0.05,0.9883001349090585
162,2,0.0001,6.872781147526652e-07
162,2,0.0005,8.191649747812946e-05
162,2,0.001,0.000617599932095203
162,2,0.005,0.0484353522558062
162,2,0.01,0.2213229195780807
162,2,0.05,0.9887623872476209
163,2,0.0001,7.001121088423545e-07
163,2,0.0005,8.342126240667991e-05
163,2,0.001,0.0006287118496650645
163,2,0.005,0.04916634628097305
163,2,0.01,0.22393473228532912
163,2,0.05,0.9892070162157756
164,2,0.0001,7.131042321084635e-07
164,2,0.0005,8.49439583383571e-05
164,2,0.001,0.0006399505535241712
164,2,0.005,0.04990272060377854
164,2,0.01,0.22655254729507235
164,2,0.05,0.9896346609096809
165,2,0.0001,7.262554366782581e-07
165,2,0.0005,8.64846822379306e-05
165,2,0.001,0.0006513166293603545
165,2,0.005,0.05064445864078715
165,2,0.01,0.22917617967150417
165,2,0.05,0.990045938954807
166,2,0.0001,7.395666745679819e-07
166,2,0.0005,8.804353091107497e-05
166,2,0.001,0.0006628106607128315
166,2,0.005,0.051391543562418374
166,2,0.01,0.23180544561438832
166,2,0.05,0.9904414471362397
167,2,0.0001,7.530388971277446e-07
167,2,0.0005,8.962060100425884e-05
167,2,0.001,0.0006744332289768673
167,2,0.005,0.05214395829720997
167,2,0.01,0.2344401624744713
167,2,0.05,0.9908217620155808
168,2,0.0001,7.666730559297008e-07
168,2,0.0005,9.121598900563299e-05
168,2,0.001,0.0006861849134084386
168,2,0.005,0.052901685536038245
168,2,0.01,0.23708014876827466
168,2,0.05,0.9911874405344139
169,2,0.0001,7.804701017688487e-07
169,2,0.0005,9.28297912443643e-05
169,2,0.001,0.0006980662911283408
169,2,0.005,0.05366470773629439
169,2,0.01,0.2397252241922826
169,2,0.05,0.9915390206043281
170,2,0.0001,7.944309855512088e-07
170,2,0.0005,9.446210389141285e-05
170,2,0.001,0.0007100779371274069
170,2,0.005,0.054433007126019395
170,2,0.01,0.24237520963653847
170,2,0.05,0.9918770216835181
171,2,0.0001,8.085566575166681e-07
171,2,0.0005,9.611302295942092e-05
171,2,0.001,0.0007222204242703922
171,2,0.005,0.055206565707995425
171,2,0.01,0.24502992719765937
171,2,0.05,0.9922019453400014
172,2,0.0001,8.228480680161354e-07
172,2,0.0005,9.778264430293504e-05
172,2,0.001,0.0007344943233007495
172,2,0.005,0.05598536526379616
172,2,0.01,0.2476892001912816
172,2,0.05,0.9925142758015144
173,2,0.0001,8.373061667343862e-07
173,2,0.0005,9.947106361840596e-05
173,2,0.001,0.000746900202845513
173,2,0.005,0.05676938735779469
173,2,0.01,0.2503528531639525
173,2,0.05,0.9928144804921687
174,2,0.0001,8.519319032451733e-07
174,2,0.0005,0.00010117837644485483
174,2,0.001,0.0007594386294189626
174,2,0.005,0.05755861334113055
174,2,0.01,0.25302071190447406
174,2,0.05,0.9931030105559642
175,2,0.0001,8.667262270112275e-07
175,2,0.0005,0.00010290467816331805
175,2,0.001,0.0007721101674280639
175,2,0.005,0.05835302435563594
175,2,0.01,0.25569260345472045
175,2,0.05,0.9933803013672746
176,2,0.0001,8.816900868291455e-07
176,2,0.0005,0.00010465006399773547
176,2,0.001,0.0007849153791763541
176,2,0.005,0.059152601337721156
176,2,0.01,0.2583683561199235
176,2,0.05,0.9936467730284329
177,2,0.0001,8.96824431384502e-07
177,2,0.0005,0.00010641462901428422
177,2,0.001,0.0007978548248683826
177,2,0.005,0.05995732502221984
177,2,0.01,0.2610477994784579
177,2,0.05,0.9939028308545572
178,2,0.0001,9.121302092518491e-07
178,2,0.0005,0.00010819846812248901
178,2,0.001,0.000810929062614707
178,2,0.005,0.060767175946194074
178,2,0.01,0.26373076439112064
178,2,0.05,0.9941488658457733
179,2,0.0001,9.276083684506276e-07
179,2,0.0005,0.00011000167607455591
179,2,0.001,0.0008241386484360014
179,2,0.005,0.06158213445270022
179,2,0.01,0.2664170830099244
179,2,0.05,0.9943852551469929
180,2,0.0001,9.432598566672112e-07
180,2,0.0005,0.00011182434746626058
180,2,0.001,0.0008374841362671637
180,2,0.005,0.06240218069451531
180,2,0.01,0.26910658878641147
180,2,0.05,0.9946123624954245
181,2,0.0001,9.590856216989962e-07
181,2,0.0005,0.00011366657673628211
181,2,0.001,0.0008509660779627559
181,2,0.005,0.06322729463782473
181,2,0.01,0.2717991164795015
181,2,0.05,0.9948305386559964
182,2,0.0001,9.750866105662226e-07
182,2,0.0005,0.00011552845816720225
182,2,0.001,0.000864585023300557
182,2,0.005,0.06405745606587121
182,2,0.01,0.27449450216287974
182,2,0.05,0.9950401218448809
183,2,0.0001,9.912637704001526e-07
183,2,0.0005,0.0001174100858850613
183,2,0.001,0.0008783415199862254
183,2,0.005,0.06489264458256516
183,2,0.01,0.27719258323194174
183,2,0.05,0.995241438141315
184,2,0.0001,1.007618047776937e-06
184,2,0.0005,0.00011931155385980219
184,2,0.001,0.0008922361136579626
184,2,0.005,0.06573283961605836
184,2,0.01,0.27989319841029536
184,2,0.05,0.9954348018879177
185,2,0.0001,1.024150389050682e-06
185,2,0.0005,0.00012123295590549255
185,2,0.001,0.0009062693478906203
185,2,0.005,0.06657802042227756
185,2,0.01,0.2825961877558383
185,2,0.05,0.9956205160797096
186,2,0.0001,1.0408617403534492e-06
186,2,0.0005,0.00012317438567999162
186,2,0.001,0.0009204417642006968
186,2,0.005,0.06742816608842417
186,2,0.01,0.2853013926664184
186,2,0.05,0.9957988727420454
187,2,0.0001,1.0577530474842334e-06
187,2,0.0005,0.0001251359366860605
187,2,0.001,0.0009347539020496676
187,2,0.005,0.06828325553643344
187,2,0.01,0.28800865588508284
187,2,0.05,0.9959701532976688
188,2,0.0001,1.0748252560199845e-06
188,2,0.0005,0.0001271177022703629
188,2,0.001,0.0009492062988496475
188,2,0.005,0.06914326752640032
188,2,0.01,0.290717821504928
188,2,0.05,0.9961346289231094
189,2,0.0001,1.092079310982541e-06
189,2,0.0005,0.00012911977562468646
189,2,0.001,0.0009637994899668323
189,2,0.005,0.07000818065996595
189,2,0.01,0.29342873497356037
189,2,0.05,0.9962925608946347
190,2,0.0001,1.109516157504764e-06
190,2,0.0005,0.00013114224978516553
190,2,0.001,0.0009785340087262728
190,2,0.005,0.07087797338367008
190,2,0.01,0.2961412430971744
190,2,0.05,0.9964442009239788
191,2,0.0001,1.1271367401644028e-06
191,2,0.0005,0.00013318521763339142
191,2,0.001,0.0009934103864164268
191,2,0.005,0.07175262399226734
191,2,0.01,0.29885519404425764
191,2,0.05,0.9965897914840671
192,2,0.0001,1.144942003317162e-06
192,2,0.0005,0.00013524877189563522
192,2,0.001,0.0010084291522929334
192,2,0.005,0.07263211063200736
192,2,0.01,0.3015704373489356
192,2,0.05,0.9967295661249562
193,2,0.0001,1.1629328910967018e-06
193,2,0.0005,0.00013733300514384705
193,2,0.001,0.0010235908335837207
193,2,0.005,0.07351641130388054
193,2,0.01,0.3042868239139519
193,2,0.05,0.9968637497802098
194,2,0.0001,1.181110347081571e-06
194,2,0.0005,0.0001394380097951009
194,2,0.001,0.0010388959554927801
194,2,0.005,0.0744055038668292
194,2,0.01,0.3070042060133116
194,2,0.05,0.9969925590639309
195,2,0.0001,1.1994753149613402e-06
195,2,0.0005,0.0001415638781122608
195,2,0.001,0.0010543450412048294
195,2,0.005,0.07529936604092291
195,2,0.01,0.30972243729457727
195,2,0.05,0.9971162025586695
196,2,0.0001,1.2180287377594468e-06
196,2,0.0005,0.00014371070220386972
196,2,0.001,0.0010699386118894205
196,2,0.005,0.07619797541050066
196,2,0.01,0.3124413727808375
196,2,0.05,0.9972348810944224
197,2,0.0001,1.23677155861035e-06
197,2,0.0005,0.00014587857402437177
197,2,0.001,0.0010856771867056025
197,2,0.005,0.07710130942727933
197,2,0.01,0.31516086887235395
197,2,0.05,0.9973487880189441
198,2,0.0001,1.2557047198713533e-06
198,2,0.0005,0.0001480675853745561
198,2,0.001,0.0011015612828058075
198,2,0.005,0.07800934541342741
198,2,0.01,0.3178807833478836
198,2,0.05,0.9974581094595811
199,2,0.0001,1.2748291641218046e-06
199,2,0.0005,0.000150277827901113
199,2,0.001,0.0011175914153406241
199,2,0.005,0.07892206056460604
199,2,0.01,0.32060097536570686
199,2,0.05,0.9975630245768455
200,2,0.0001,1.2941458333859401e-06
200,2,0.0005,0.00015250939309741085
200,2,0.001,0.001133768097462684
200,2,0.005,0.07983943195297727
200,2,0.01,0.3233213054643431
200,2,0.05,0.9976637058099361
201,2,0.0001,1.3136556692439072e-06
201,2,0.0005,0.00015476237230305223
201,2,0.001,0.0011500918403313243
201,2,0.005,0.08076143653017864
201,2,0.01,0.3260416355629795
201,2,0.05,0.997760319114417
202,2,0.0001,1.3333596131648306e-06
202,2,0.0005,0.00015703685670476197
202,2,0.001,0.0011665631531165843
202,2,0.005,0.08168805113026623
202,2,0.01,0.32876182896161077
202,2,0.05,0.9978530241922593
203,2,0.0001,1.3532586066178354e-06
203,2,0.0005,0.0001593329373358321
203,2,0.001,0.001183182543003869
203,2,0.005,0.08261925247262403
203,2,0.01,0.3314817503409023
203,2,0.05,0.9979419747144489
204,2,0.0001,1.3733535901838678e-06
204,2,0.0005,0.0001616507050766769
204,2,0.001,0.001199950515197723
204,2,0.005,0.0835550171648437
204,2,0.01,0.3342012657617788
204,2,0.05,0.9980273185363607
205,2,0.0001,1.393645504665919e-06
205,2,0.0005,0.00016399025065516604
205,2,0.001,0.0012168675729264944
205,2,0.005,0.08449532170557017
205,2,0.01,0.3369202426647505
205,2,0.05,0.998109197906096
206,2,0.0001,1.4141352902008464e-06
206,2,0.0005,0.0001663516646459584
206,2,0.001,0.0012339342174465529
206,2,0.005,0.08544014248731757
206,2,0.01,0.3396385498689778
206,2,0.05,0.9981877496659775
207,2,0.0001,1.4348238870365293e-06
207,2,0.0005,0.0001687350374719454
207,2,0.001,0.0012511509480462868
207,2,0.005,0.08638945579925239
207,2,0.01,0.3423560575710852
207,2,0.05,0.9982631054473932
208,2,0.0001,1.4557122347547136e-06
208,2,0.0005,0.0001711404594030297
208,2,0.001,0.0012685182620508773
208,2,0.005,0.08734323782994835
208,2,0.01,0.3450726373437344
208,2,0.05,0.9983353918591755
209,2,0.0001,1.4768012728261226e-06
209,2,0.0005,0.00017356802055723541
209,2,0.001,0.0012860366548257396
209,2,0.005,0.08830146467010769
209,2,0.01,0.34778816213394725
209,2,0.05,0.9984047306697008
210,2,0.0001,1.498091940388413e-06
210,2,0.0005,0.00017601781090081925
210,2,0.001,0.0013037066197815195
210,2,0.005,0.08926411231525444
210,2,0.01,0.3505025062612077
210,2,0.05,0.9984712389828883
211,2,0.0001,1.5195851764682189e-06
211,2,0.0005,0.00017848992024760424
211,2,0.001,0.0013215286483780897
211,2,0.005,0.09023115666839565
211,2,0.01,0.3532155454153303
211,2,0.05,0.9985350294082771
212,2,0.0001,1.541281919537063e-06
212,2,0.0005,0.00018098443826031207
212,2,0.001,0.001339503230128547
212,2,0.005,0.09120257354265526
212,2,0.01,0.35592715665410857
212,2,0.05,0.9985962102253546
213,2,0.0001,1.5631831078444236e-06
213,2,0.0005,0.00018350145444978594
213,2,0.001,0.001357630852603653
213,2,0.005,0.0921783386638757
213,2,0.01,0.35863721840075
213,2,0.05,0.9986548855423042
214,2,0.0001,1.5852896795287563e-06
214,2,0.0005,0.00018604105817554561
214,2,0.001,0.0013759120014358306
214,2,0.005,0.09315842767319271
214,2,0.01,0.3613456104411028
214,2,0.05,0.9987111554493409
215,2,0.0001,1.6076025722844278e-06
215,2,0.0005,0.0001886033386457875
215,2,0.001,0.0013943471603238278
215,2,0.005,0.09414281612957875
215,2,0.01,0.36405221392067344
215,2,0.05,0.9987651161667964
216,2,0.0001,1.63012272358376e-06
216,2,0.0005,0.00019118838491793966
216,2,0.001,0.0014129368110362694
216,2,0.005,0.0951314795123599
216,2,0.01,0.36675691134145605
216,2,0.05,0.9988168601881123
217,2,0.0001,1.652851070454986e-06
217,2,0.0005,0.00019379628589832887
217,2,0.001,0.0014316814334163208
217,2,0.005,0.09612439322370281
217,2,0.01,0.36945958655855937
217,2,0.05,0.9988664764178974
218,2,0.0001,1.6757885498153158e-06
218,2,0.0005,0.00019642713034229153
218,2,0.001,0.001450581505385684
218,2,0.005,0.09712153259107281
218,2,0.01,0.37216012477665417
218,2,0.05,0.9989140503052008
219,2,0.0001,1.6989360982488932e-06
219,2,0.0005,0.00019908100685506191
219,2,0.001,0.0014696375029488173
219,2,0.005,0.09812287286966659
219,2,0.01,0.37485841254623375
219,2,0.05,0.9989596639721475
220,2,0.0001,1.7222946521178173e-06
220,2,0.0005,0.00020175800389110599
220,2,0.001,0.0014888499001970423
220,2,0.005,0.09912838924481382
220,2,0.01,0.3775543377597015
220,2,0.05,0.9990033963380843
221,2,0.0001,1.7458651472290754e-06
221,2,0.0005,0.00020445820975467655
221,2,0.001,0.0015082191693126523
221,2,0.005,0.10013805683435373
221,2,0.01,0.38024778964728534
221,2,0.05,0.9990453232393723
222,2,0.0001,1.7696485195006773e-06
222,2,0.0005,0.00020718171259981322
222,2,0.001,0.001527745780573242
222,2,0.005,0.10115185069098365
222,2,0.01,0.38293865877278566
222,2,0.05,0.9990855175449679
223,2,0.0001,1.7936457044065435e-06
223,2,0.0005,0.00020992860043078654
223,2,0.001,0.001547430202355815
223,2,0.005,0.10216974580457872
223,2,0.01,0.3856268370291599
223,2,0.05,0.9991240492679229
224,2,0.0001,1.817857636865483e-06
224,2,0.0005,0.00021269896110198694
224,2,0.001,0.0015672729011406705
224,2,0.005,0.10319171710448871
224,2,0.01,0.3883122176339555
224,2,0.05,0.9991609856729365
225,2,0.0001,1.842285251796305e-06
225,2,0.0005,0.00021549288231781372
225,2,0.001,0.001587274341515843
225,2,0.005,0.10421773946180346
225,2,0.01,0.39099469512458374
225,2,0.05,0.9991963913800846
226,2,0.0001,1.866929483895774e-06
226,2,0.0005,0.00021831045163378526
226,2,0.001,0.001607434986180989
226,2,0.005,0.1052477876915967
226,2,0.01,0.393674165353451
226,2,0.05,0.9992303284648512
227,2,0.0001,1.8917912673055426e-06
227,2,0.0005,0.00022115175645542884
227,2,0.001,0.001627755295951605
227,2,0.005,0.10628183655513945
227,2,0.01,0.3963505254829456
227,2,0.05,0.9992628565545805
228,2,0.0001,1.9168715360562416e-06
228,2,0.0005,0.00022401688403950182
228,2,0.001,0.0016482357297632477
228,2,0.005,0.10731986076209099
228,2,0.01,0.3990236739802845
228,2,0.05,0.99929403292147
229,2,0.0001,1.9421712238454347e-06
229,2,0.0005,0.00022690592149365862
229,2,0.001,0.0016688767446753072
229,2,0.005,0.10836183497266172
229,2,0.01,0.401693510612229
229,2,0.05,0.9993239125722144
230,2,0.0001,1.967691264148641e-06
230,2,0.0005,0.00022981895577656175
230,2,0.001,0.001689678795875671
230,2,0.005,0.10940773379975266
230,2,0.01,0.40435993643966517
230,2,0.05,0.9993525483344148
231,2,0.0001,1.9934325901083128e-06
231,2,0.0005,0.0002327560736981038
231,2,0.001,0.001710642336683943
231,2,0.005,0.11045753181106732
231,2,0.01,0.4070228538120656
231,2,0.05,0.9993799909398567
232,2,0.0001,2.019396134422813e-06
232,2,0.0005,0.00023571736191974058
232,2,0.001,0.001731767818556329
232,2,0.005,0.11151120353120114
232,2,0.01,0.409682166361822
232,2,0.05,0.999406289104766
233,2,0.0001,2.0455828299015266e-06
233,2,0.0005,0.00023870290695449103
233,2,0.001,0.0017530556910894113
233,2,0.005,0.11256872344370394
233,2,0.01,0.4123377789984657
233,2,0.05,0.99943148960714
234,2,0.0001,2.0719936085766832e-06
234,2,0.0005,0.00024171279516704836
234,2,0.001,0.0017745064020240342
234,2,0.005,0.11363006599312009
234,2,0.01,0.4149895979027717
234,2,0.05,0.9994556373612546
235,2,0.0001,2.098629402591534e-06
235,2,0.0005,0.00024474711277400196
235,2,0.001,0.0017961203972497453
235,2,0.005,0.11469520558700164
235,2,0.01,0.41763753052075214
235,2,0.05,0.9994787754894429
236,2,0.0001,2.1254911435342194e-06
236,2,0.0005,0.00024780594584405957
236,2,0.001,0.0018178981208083478
236,2,0.005,0.11576411659790042
236,2,0.01,0.4202814855575463
236,2,0.05,0.999500945391237
237,2,0.0001,2.1525797628818566e-06
237,2,0.0005,0.00025088938029793617
237,2,0.001,0.0018398400148983418
237,2,0.005,0.11683677336533294
237,2,0.01,0.422921372971208
237,2,0.05,0.9995221868099646
238,2,0.0001,2.179896191667474e-06
238,2,0.0005,0.00025399750190902015
238,2,0.001,0.001861946519878921
238,2,0.005,0.11791315019772475
238,2,0.01,0.4255571039663877
238,2,0.05,0.9995425378968859
239,2,0.0001,2.2074413609241006e-06
239,2,0.0005,0.0002571303963029292
239,2,0.001,0.001884218074273858
239,2,0.005,0.11899322137432966
239,2,0.01,0.42818859098793194
239,2,0.05,0.9995620352729575
240,2,0.0001,2.235216201129653e-06
240,2,0.0005,0.0002602881489580655
240,2,0.001,0.0019066551147755018
240,2,0.005,0.12007696114712485
240,2,0.01,0.4308157477143759
240,2,0.05,0.9995807140883038
241,2,0.0001,2.263221642540003e-06
241,2,0.0005,0.0002634708452056156
241,2,0.001,0.0019292580762488853
241,2,0.005,0.12116434374268614
241,2,0.01,0.4334384890513654
241,2,0.05,0.9995986080794759
242,2,0.0001,2.291458615077957e-06
242,2,0.0005,0.0002666785702297725
242,2,0.001,0.0019520273917357223
242,2,0.005,0.12225534336403565
242,2,0.01,0.43605673112497234
242,2,0.05,0.9996157496245757
243,2,0.0001,2.3199280484442752e-06
243,2,0.0005,0.0002699114090676247
243,2,0.001,0.0019749634924586257
243,2,0.005,0.12334993419247231
243,2,0.01,0.4386703912749509
243,2,0.05,0.9996321697963191
244,2,0.0001,2.348630872117674e-06
244,2,0.0005,0.00027316944660993325
244,2,0.001,0.001998066807824439
244,2,0.005,0.12444809038937488
244,2,0.01,0.4412793880478981
244,2,0.05,0.9996478984131115
245,2,0.0001,2.377568015243803e-06
245,2,0.0005,0.0002764527676006878
245,2,0.001,0.002021337765429121
245,2,0.005,0.12554978609798662
245,2,0.01,0.44388364119034973
245,2,0.05,0.9996629640882045
246,2,0.0001,2.406740406635244e-06
246,2,0.0005,0.0002797614566372175
246,2,0.001,0.002044776791060854
246,2,0.005,0.126654995445175
246,2,0.01,0.446483071641796
246,2,0.05,0.9996773942770024
247,2,0.0001,2.436148974882535e-06
247,2,0.0005,0.0002830955981710792
247,2,0.001,0.002068384308704818
247,2,0.005,0.12776369254317244
247,2,0.01,0.44907760152763776
247,2,0.05,0.9996912153225846
248,2,0.0001,2.4657946481321247e-06
248,2,0.0005,0.0002864552765072803
248,2,0.001,0.0020921607405464115
248,2,0.005,0.1288758514912921
248,2,0.01,0.45166715415206493
248,2,0.05,0.9997044524995065
249,2,0.0001,2.4956783544194394e-06
249,2,0.0005,0.000289840575805167
249,2,0.001,0.00211610650697569
249,2,0.005,0.1299914463776255
249,2,0.01,0.45425165399088496
249,2,0.05,0.9997171300559407
250,2,0.0001,2.525801021557861e-06
250,2,0.0005,0.00029325158007798
250,2,0.001,0.002140222026591365
250,2,0.005,0.13111045128071652
250,2,0.01,0.456831026684274
250,2,0.05,0.999729271254218
251,2,0.0001,2.556163576805659e-06
251,2,0.0005,0.0002966883731937431
251,2,0.001,0.0021645077162042448
251,2,0.005,0.13223284027121618
251,2,0.01,0.45940519902949206
251,2,0.05,0.9997408984098263
252,2,0.0001,2.586766947421104e-06
252,2,0.0005,0.00030015103887437444
252,2,0.001,0.0021889639908418967
252,2,0.005,0.1333585874135147
