Unnamed: 0,Method,Mean experiments,Max compunds per well,N wells,Percentage check,Mean extra experiments,Mean steps
Random,Random,15.74,31.0,13,70,2.74,1.7
multidim-4,multidim-4,16.61,36.0,13,88,3.61,1.88
multidim-3,multidim-3,16.69,25.0,14,87,2.69,1.87
Hierarchical,Hierarchical,20.52,25.0,[4 3 3],100,16.52,4.0
Matrix,Matrix,21.6,10.0,20,80,1.6,1.8
multidim-2,multidim-2,21.6,10.0,20,80,1.6,1.8
Ch. Rm. Special,Ch. Rm. Special,25.0,81.0,25,0,0.0,1.0
STD,STD,25.0,20.0,25,0,0.0,1.0
Ch. Rm. Bktrk,Ch. Rm. Bktrk,36.0,25.0,36,0,0.0,1.0
Chinese remainder,Chinese remainder,41.0,50.0,41,0,0.0,1.0
Binary,Binary,77.68,50.0,7,100,70.68,2.0
