Unnamed: 0,Method,Mean experiments,Max compunds per well,N wells,Percentage check,Mean extra experiments,Mean steps
Binary,Binary,8.0,88.0,8,0,0.0,1.0
Random,Random,11.17,75.0,11,7,0.17,1.07
Hierarchical,Hierarchical,14.16,59.0,[3 3 3 3],99,11.16,5.0
multidim-4,multidim-4,15.0,59.0,15,0,0.0,1.0
multidim-3,multidim-3,17.0,35.0,17,0,0.0,1.0
Chinese remainder,Chinese remainder,17.0,88.0,17,0,0.0,1.0
Ch. Rm. Bktrk,Ch. Rm. Bktrk,17.0,88.0,17,0,0.0,1.0
STD,STD,20.0,35.0,20,0,0.0,1.0
Matrix,Matrix,27.0,14.0,27,0,0.0,1.0
multidim-2,multidim-2,27.0,14.0,27,0,0.0,1.0
