Unnamed: 0,Method,Mean experiments,Max compunds per well,N wells,Percentage check,Mean extra experiments,Mean steps
Binary,Binary,10.0,300.0,10,0,0.0,1.0
Hierarchical,Hierarchical,17.55,200.0,[3 3 3 3 3],100,14.55,6.0
STD,STD,20.0,120.0,20,0,0.0,1.0
multidim-4,multidim-4,20.0,125.0,20,0,0.0,1.0
Ch. Rm. Bktrk,Ch. Rm. Bktrk,23.0,300.0,23,0,0.0,1.0
Random,Random,23.0,161.0,23,0,0.0,1.0
multidim-3,multidim-3,26.0,75.0,26,0,0.0,1.0
Chinese remainder,Chinese remainder,28.0,300.0,28,0,0.0,1.0
Matrix,Matrix,49.0,25.0,49,0,0.0,1.0
multidim-2,multidim-2,49.0,25.0,49,0,0.0,1.0
