Unnamed: 0,Method,Mean experiments,Max compunds per well,N wells,Percentage check,Mean extra experiments,Mean steps
multidim-2,multidim-2,19.39,7.0,14,95,5.39,1.95
Matrix,Matrix,19.39,7.0,14,95,5.39,1.95
Hierarchical,Hierarchical,21.17,10.0,[5 3],100,16.17,3.0
Random,Random,22.28,12.0,13,94,9.28,1.94
STD,STD,28.0,7.0,28,0,0.0,1.0
multidim-3,multidim-3,38.84,16.0,11,98,27.84,1.98
Ch. Rm. Bktrk,Ch. Rm. Bktrk,47.0,16.0,47,0,0.0,1.0
multidim-4,multidim-4,47.17,24.0,11,99,36.17,1.99
Binary,Binary,52.64,24.0,6,100,46.64,2.0
Chinese remainder,Chinese remainder,58.0,24.0,58,0,0.0,1.0
Ch. Rm. Special,Ch. Rm. Special,60.0,16.0,60,0,0.0,1.0
