Unnamed: 0,Method,Mean experiments,Max compunds per well,N wells,Percentage check,Mean extra experiments,Mean steps
Random,Random,26.97,30.0,18,90,8.97,1.9
multidim-2,multidim-2,27.81,11.0,22,98,5.81,1.98
Matrix,Matrix,27.81,11.0,22,98,5.81,1.98
Hierarchical,Hierarchical,28.79,24.0,[5 3 3],100,23.79,4.0
multidim-3,multidim-3,45.33,25.0,15,99,30.33,1.99
STD,STD,49.0,18.0,49,0,0.0,1.0
Ch. Rm. Bktrk,Ch. Rm. Bktrk,64.0,40.0,64,0,0.0,1.0
Chinese remainder,Chinese remainder,77.0,60.0,77,0,0.0,1.0
Ch. Rm. Special,Ch. Rm. Special,84.0,32.0,84,0,0.0,1.0
multidim-4,multidim-4,97.75,42.0,14,100,83.75,2.0
Binary,Binary,126.55,60.0,7,100,119.55,2.0
