Unnamed: 0,Method,Mean experiments,Max compunds per well,N wells,Percentage check,Mean extra experiments,Mean steps
Random,Random,13.9,21.0,11,77,2.9,1.77
multidim-3,multidim-3,14.2,16.0,12,78,2.2,1.78
multidim-4,multidim-4,15.07,27.0,12,82,3.07,1.82
multidim-2,multidim-2,17.42,8.0,16,71,1.42,1.71
Matrix,Matrix,17.42,8.0,16,71,1.42,1.71
Hierarchical,Hierarchical,17.63,10.0,[6 3],100,11.63,3.0
Ch. Rm. Special,Ch. Rm. Special,18.0,27.0,18,0,0.0,1.0
STD,STD,25.0,12.0,25,0,0.0,1.0
Ch. Rm. Bktrk,Ch. Rm. Bktrk,30.0,19.0,30,0,0.0,1.0
Chinese remainder,Chinese remainder,41.0,29.0,41,0,0.0,1.0
Binary,Binary,47.63,29.0,6,100,41.63,2.0
