Unnamed: 0,Method,Mean experiments,Max compunds per well,N wells,Percentage check,Mean extra experiments,Mean steps
Random,Random,14.66,23.0,12,73,2.66,1.73
multidim-4,multidim-4,15.23,27.0,12,85,3.23,1.85
multidim-3,multidim-3,15.34,20.0,13,81,2.34,1.81
Ch. Rm. Special,Ch. Rm. Special,18.0,27.0,18,0,0.0,1.0
Matrix,Matrix,18.49,9.0,17,74,1.49,1.74
multidim-2,multidim-2,18.49,9.0,17,74,1.49,1.74
Hierarchical,Hierarchical,18.8,18.0,[4 3 2],100,14.8,4.0
STD,STD,25.0,15.0,25,0,0.0,1.0
Ch. Rm. Bktrk,Ch. Rm. Bktrk,32.0,24.0,32,0,0.0,1.0
Chinese remainder,Chinese remainder,41.0,36.0,41,0,0.0,1.0
Binary,Binary,51.66,36.0,7,99,44.66,1.99
