Unnamed: 0,Method,Mean experiments,Max compunds per well,N wells,Percentage check,Mean extra experiments,Mean steps
Binary,Binary,9.0,225.0,9,0,0.0,1.0
Hierarchical,Hierarchical,16.81,225.0,[2 3 3 3 3],100,14.81,6.0
multidim-4,multidim-4,19.0,113.0,19,0,0.0,1.0
Random,Random,20.0,134.0,20,0,0.0,1.0
STD,STD,20.0,90.0,20,0,0.0,1.0
Ch. Rm. Bktrk,Ch. Rm. Bktrk,23.0,225.0,23,0,0.0,1.0
multidim-3,multidim-3,24.0,64.0,24,0,0.0,1.0
Chinese remainder,Chinese remainder,28.0,225.0,28,0,0.0,1.0
Matrix,Matrix,43.0,22.0,43,0,0.0,1.0
multidim-2,multidim-2,43.0,22.0,43,0,0.0,1.0
