Unnamed: 0,Method,Mean experiments,Max compunds per well,N wells,Percentage check,Mean extra experiments,Mean steps
Random,Random,12.63,14.0,10,74,2.63,1.74
multidim-3,multidim-3,12.98,14.0,11,72,1.98,1.72
multidim-4,multidim-4,13.62,20.0,11,76,2.62,1.76
multidim-2,multidim-2,14.27,7.0,13,64,1.27,1.64
Matrix,Matrix,14.27,7.0,13,64,1.27,1.64
Hierarchical,Hierarchical,15.57,8.0,[5 3],100,10.57,3.0
Ch. Rm. Special,Ch. Rm. Special,18.0,27.0,18,0,0.0,1.0
STD,STD,25.0,8.0,25,0,0.0,1.0
Ch. Rm. Bktrk,Ch. Rm. Bktrk,28.0,20.0,28,0,0.0,1.0
Chinese remainder,Chinese remainder,28.0,20.0,28,0,0.0,1.0
Binary,Binary,31.11,20.0,6,99,25.11,1.99
