Unnamed: 0,Method,Mean experiments,Max compunds per well,N wells,Percentage check,Mean extra experiments,Mean steps
multidim-2,multidim-2,19.75,7.0,14,96,5.75,1.96
Matrix,Matrix,19.75,7.0,14,96,5.75,1.96
Hierarchical,Hierarchical,21.47,9.0,[6 3],100,15.47,3.0
Random,Random,22.28,12.0,14,89,8.28,1.89
STD,STD,28.0,7.0,28,0,0.0,1.0
multidim-3,multidim-3,39.83,16.0,12,98,27.83,1.98
Ch. Rm. Bktrk,Ch. Rm. Bktrk,47.0,17.0,47,0,0.0,1.0
multidim-4,multidim-4,48.79,25.0,11,99,37.79,1.99
Binary,Binary,54.57,25.0,6,100,48.57,2.0
Chinese remainder,Chinese remainder,58.0,25.0,58,0,0.0,1.0
Ch. Rm. Special,Ch. Rm. Special,60.0,16.0,60,0,0.0,1.0
