Unnamed: 0,Method,Mean experiments,Max compunds per well,N wells,Percentage check,Mean extra experiments,Mean steps
Random,Random,26.67,32.0,19,87,7.67,1.87
Hierarchical,Hierarchical,29.44,27.0,[5 3 3],100,24.44,4.0
Matrix,Matrix,29.82,12.0,24,98,5.82,1.98
multidim-2,multidim-2,29.82,12.0,24,98,5.82,1.98
multidim-3,multidim-3,45.58,30.0,16,100,29.58,2.0
STD,STD,49.0,19.0,49,0,0.0,1.0
Ch. Rm. Bktrk,Ch. Rm. Bktrk,66.0,34.0,66,0,0.0,1.0
Chinese remainder,Chinese remainder,77.0,67.0,77,0,0.0,1.0
multidim-4,multidim-4,110.68,45.0,14,100,96.68,2.0
Ch. Rm. Special,Ch. Rm. Special,112.0,64.0,112,0,0.0,1.0
Binary,Binary,140.12,67.0,8,100,132.12,2.0
