Unnamed: 0,Method,Mean experiments,Max compunds per well,N wells,Percentage check,Mean extra experiments,Mean steps
multidim-2,multidim-2,21.46,8.0,16,96,5.46,1.96
Matrix,Matrix,21.46,8.0,16,96,5.46,1.96
Hierarchical,Hierarchical,22.83,9.0,[7 3],100,15.83,3.0
Random,Random,23.8,15.0,14,94,9.8,1.94
multidim-3,multidim-3,37.94,16.0,12,99,25.94,1.99
STD,STD,49.0,9.0,49,0,0.0,1.0
Ch. Rm. Bktrk,Ch. Rm. Bktrk,53.0,15.0,53,0,0.0,1.0
multidim-4,multidim-4,53.67,27.0,12,99,41.67,1.99
Chinese remainder,Chinese remainder,58.0,29.0,58,0,0.0,1.0
Ch. Rm. Special,Ch. Rm. Special,60.0,16.0,60,0,0.0,1.0
Binary,Binary,63.51,29.0,6,100,57.51,2.0
