Unnamed: 0,Method,Mean experiments,Max compunds per well,N wells,Percentage check,Mean extra experiments,Mean steps
Random,Random,16.69,48.0,13,80,3.69,1.8
multidim-4,multidim-4,17.78,45.0,14,89,3.78,1.89
multidim-3,multidim-3,18.67,30.0,16,87,2.67,1.87
Hierarchical,Hierarchical,21.95,27.0,[5 3 3],100,16.95,4.0
Matrix,Matrix,24.63,12.0,23,81,1.63,1.81
multidim-2,multidim-2,24.63,12.0,23,81,1.63,1.81
Ch. Rm. Special,Ch. Rm. Special,25.0,81.0,25,0,0.0,1.0
STD,STD,35.0,19.0,35,0,0.0,1.0
Ch. Rm. Bktrk,Ch. Rm. Bktrk,40.0,33.0,40,0,0.0,1.0
Chinese remainder,Chinese remainder,41.0,66.0,41,0,0.0,1.0
Binary,Binary,106.31,66.0,8,100,98.31,2.0
