Unnamed: 0,Method,Mean experiments,Max compunds per well,N wells,Percentage check,Mean extra experiments,Mean steps
Binary,Binary,6.0,19.0,6,0,0.0,1.0
Random,Random,6.55,17.0,5,66,1.55,1.66
Hierarchical,Hierarchical,9.95,19.0,[2 3 3],97,7.95,4.0
multidim-3,multidim-3,11.0,13.0,11,0,0.0,1.0
multidim-4,multidim-4,11.0,19.0,11,0,0.0,1.0
Ch. Rm. Bktrk,Ch. Rm. Bktrk,12.0,19.0,12,0,0.0,1.0
Matrix,Matrix,13.0,7.0,13,0,0.0,1.0
multidim-2,multidim-2,13.0,7.0,13,0,0.0,1.0
STD,STD,15.0,8.0,15,0,0.0,1.0
Chinese remainder,Chinese remainder,17.0,19.0,17,0,0.0,1.0
